Carrier,ID ,Search Ring Name ID,Block,Lot,Zoning District,Hight and Bulk District,Type of Building,Preference (1-7),Type of Consumer Services,Type of Consumer Products,Number of Antennas,Location of BTS,Type of Technology,Radio Frequency Range (Megahertz),Power Output of Equipment (Watts),Height to Top of Antenna,Name of Community Liason,Phone Number of Community Liason,Comments,Location 1
Verizon Wireless,297865,SF_LM_PH1_SC 31,3794,3,M-2,150-X,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,28.9,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.777367', 'needs_recoding': False, 'human_address': '{""address"":""141 King St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.390692'}"
Verizon Wireless,297868,SF_LM_PH1_SC 34,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,28.9,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.783617', 'needs_recoding': False, 'human_address': '{""address"":""201 Brannan St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.389714'}"
Verizon Wireless,297872,SF_LM_PH1_SC 38,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,28.9,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.781189', 'needs_recoding': False, 'human_address': '{""address"":""64 Townsend Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.389886'}"
Verizon Wireless,297838,SF_LM_PH1_SC 4,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,28.9,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.789322', 'needs_recoding': False, 'human_address': '{""address"":""19 Harrison St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.388656'}"
Verizon Wireless,297875,SF_LM_PH1_SC 41,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,28.9,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.789956', 'needs_recoding': False, 'human_address': '{""address"":""40 Stevenson St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.399475'}"
Verizon Wireless,297876,SF_LM_PH1_SC 42,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,28.9,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.786631', 'needs_recoding': False, 'human_address': '{""address"":""131 Natoma St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.399431'}"
Verizon Wireless,297880,SF_LM_PH1_SC 46,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,25.9,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.785425', 'needs_recoding': False, 'human_address': '{""address"":""146 3rd St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.401214'}"
Verizon Wireless,297882,SF_LM_PH1_SC 48,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,28.9,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.785817', 'needs_recoding': False, 'human_address': '{""address"":""24 Essex Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.394819'}"
Verizon Wireless,297839,SF_LM_PH1_SC 5,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,28.9,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.790728', 'needs_recoding': False, 'human_address': '{""address"":""2 Folsom St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.390322'}"
Verizon Wireless,297884,SF_LM_PH1_SC 50,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,28.9,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.785769', 'needs_recoding': False, 'human_address': '{""address"":""651 Howard St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.399342'}"
Verizon Wireless,297886,SF_LM_PH1_SC 52,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,31.9,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.791828', 'needs_recoding': False, 'human_address': '{""address"":""117 Spear St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.393069'}"
Verizon Wireless,297887,SF_LM_PH1_SC 53,3750,9,MUR,85-X,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,31.5,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.783481', 'needs_recoding': False, 'human_address': '{""address"":""190 Hawthorne Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.396444'}"
Verizon Wireless,297841,SF_LM_PH1_SC 7,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,28.9,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.793383', 'needs_recoding': False, 'human_address': '{""address"":""8 Mission St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.393233'}"
Verizon Wireless,297842,SF_LM_PH1_SC 8,3740,30,TB-DTR,50/85/300-TB,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,28.9,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.789586', 'needs_recoding': False, 'human_address': '{""address"":""289 main St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.391967'}"
Verizon Wireless,297843,SF_LM_PH1_SC 9,3748,1,RH-DTR,85/200-R,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,28.9,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.787717', 'needs_recoding': False, 'human_address': '{""address"":""401 Folsom"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.394128'}"
Verizon Wireless,297851,SF_LM_PH1_SC17,3706,74,C-3-R,400-I,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,26.9,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.786942', 'needs_recoding': False, 'human_address': '{""address"":""50 3rd St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.403044'}"
Verizon Wireless,302020,SF_LM_PH2_SC 105,3520,44,WMUG,55-X,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,31.5,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.772285', 'needs_recoding': False, 'human_address': '{""address"":""1435 Folsom St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.413315'}"
Verizon Wireless,302021,SF_LM_PH2_SC 106,3516,17,WMUG,55-X,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,31.9,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.771269', 'needs_recoding': False, 'human_address': '{""address"":""1580 FOLSOM ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.414836'}"
Verizon Wireless,302036,SF_LM_PH2_SC 120,3518,2,RCD,55-X,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,22,Radha Sharma,925-278-4761,SMALL CELL (ALTERNATE ADDRESS: 220 09TH ST ),"{'latitude': '37.774194', 'needs_recoding': False, 'human_address': '{""address"":""43 Dore St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.413336'}"
Verizon Wireless,302037,SF_LM_PH2_SC 121,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,21.3,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.775861', 'needs_recoding': False, 'human_address': '{""address"":""658 Clementina St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.410008'}"
Verizon Wireless,301968,SF_LM_PH2_SC 54,3803,5,MUO,90-X,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,28,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.776097', 'needs_recoding': False, 'human_address': '{""address"":""101-199 Berry Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.392864'}"
Verizon Wireless,301970,SF_LM_PH2_SC 56,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,28.9,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.774327', 'needs_recoding': False, 'human_address': '{""address"":""460 Townsend"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.398317'}"
Verizon Wireless,301974,SF_LM_PH2_SC 60,3800,6,UMU,68-X,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,27.6,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.77036', 'needs_recoding': False, 'human_address': '{""address"":""500 Berry St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.400002'}"
Verizon Wireless,301977,SF_LM_PH2_SC 63,3821,8,PDR-I-D,68-X,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,31.5,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.767061', 'needs_recoding': False, 'human_address': '{""address"":""485 In Front of 485 Irwin St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.399061'}"
Verizon Wireless,301985,SF_LM_PH2_SC 71,3910,1,PDR-I-D,45-X,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,22.6,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.769679', 'needs_recoding': False, 'human_address': '{""address"":""2 Henry Adams St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.404117'}"
Verizon Wireless,301986,SF_LM_PH2_SC 72,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,25.9,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.767533', 'needs_recoding': False, 'human_address': '{""address"":""199 De Haro St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.401778'}"
Verizon Wireless,301987,SF_LM_PH2_SC 73,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,21,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.76903', 'needs_recoding': False, 'human_address': '{""address"":""89 Hooper St (South corner of 7th and Hooper St)"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.398048'}"
Verizon Wireless,301989,SF_LM_PH2_SC 75,3916,6,PDR-I-D,45-X,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,24.6,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.767817', 'needs_recoding': False, 'human_address': '{""address"":""151 In Front of 151 Vermont St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.404728'}"
Verizon Wireless,301990,SF_LM_PH2_SC 76,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,31.4,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.769994', 'needs_recoding': False, 'human_address': '{""address"":""999 Brannan St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.406736'}"
Verizon Wireless,301992,SF_LM_PH2_SC 78,3523,1,SALI,40/55-X,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,31.4,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.770267', 'needs_recoding': False, 'human_address': '{""address"":""1501 Harrison Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.412181'}"
Verizon Wireless,301993,SF_LM_PH2_SC 79,3519,6,RCD,55-X,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,31.4,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.772783', 'needs_recoding': False, 'human_address': '{""address"":""364 9th Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.410556'}"
Verizon Wireless,301998,SF_LM_PH2_SC 83,3731,125,NCT,65-X,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,31.4,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.777178', 'needs_recoding': False, 'human_address': '{""address"":""1080 Folsom Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.407478'}"
Verizon Wireless,302002,SF_LM_PH2_SC 87,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,31.8,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.781822', 'needs_recoding': False, 'human_address': '{""address"":""411 Natoma St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.405553'}"
Verizon Wireless,302004,SF_LM_PH2_SC 89,3724,18,C-3-S,160-F/340-I,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,25.8,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.783014', 'needs_recoding': False, 'human_address': '{""address"":""800 HOWARD ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.403228'}"
Verizon Wireless,302013,SF_LM_PH2_SC 98,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,26.1,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.778758', 'needs_recoding': False, 'human_address': '{""address"":""590 Natoma Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.409575'}"
Verizon Wireless,302006,SF_LM_PH2_SC91,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,34.3,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.782617', 'needs_recoding': False, 'human_address': '{""address"":""88 5th St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.406767'}"
Verizon Wireless,302426,SF_UM_PH1_SC23,3711,014A,C-S-O,400-S,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,31,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.792928', 'needs_recoding': False, 'human_address': '{""address"":""245 MARKET ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.396458'}"
Verizon Wireless,302430,SF_UM_PH1_SC39,269,5,C-3-O,50-X,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,33,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.790888', 'needs_recoding': False, 'human_address': '{""address"":""300 Kearny St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.403974'}"
Verizon Wireless,302422,SF_UM_PH1_SC40,267,16,C-3-O,450-S,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,32,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.79207', 'needs_recoding': False, 'human_address': '{""address"":""160 Sansome St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.400828'}"
Verizon Wireless,302436,SF_UM_PH1_SC44,239,26,C-3-O,300-S,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,27,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.792993', 'needs_recoding': False, 'human_address': '{""address"":""464 CALIFORNIA ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.402263'}"
Verizon Wireless,302424,SF_UM_PH1_SC45,260,10,C-3-O,300-S,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,31,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.792018', 'needs_recoding': False, 'human_address': '{""address"":""300 MONTGOMERY ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.402562'}"
Verizon Wireless,302450,SF_UM_PH1_SC47,206,8,C-3-O,200-S,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,32,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.794931', 'needs_recoding': False, 'human_address': '{""address"":""500 SANSOME ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.40145'}"
Verizon Wireless,302453,SF_UM_PH1_SC50,235,22,C-3-O,300-S,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,33,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.793633', 'needs_recoding': False, 'human_address': '{""address"":""50 California St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.397564'}"
Verizon Wireless,302455,SF_UM_PH1_SC52,236,18,C-3-O,350-S,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,32,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.794328', 'needs_recoding': False, 'human_address': '{""address"":""275 Sacramento St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.398461'}"
Verizon Wireless,302431,SF_UM_PH1_SC58,209,17,P,OS,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,32,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.795225', 'needs_recoding': False, 'human_address': '{""address"":""733 Kearny St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.40552'}"
Verizon Wireless,302464,SF_UM_PH1_SC9,201,12,RC-4,84-E,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,34,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.796554', 'needs_recoding': False, 'human_address': '{""address"":""370 Drumm St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.395877'}"
Verizon Wireless,302467,SF_UM_PH2_SC104,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,31,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.800573', 'needs_recoding': False, 'human_address': '{""address"":""570 Union St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.408632'}"
Verizon Wireless,302438,SF_UM_PH2_SC112,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,31,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.802986', 'needs_recoding': False, 'human_address': '{""address"":""1355 SANSOME ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.403213'}"
Verizon Wireless,302439,SF_UM_PH2_SC113,134,1,C-2,84-E,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,42,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.799476', 'needs_recoding': False, 'human_address': '{""address"":""1025 Sansome St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.402528'}"
Verizon Wireless,302440,SF_UM_PH2_SC114,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,31,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.803825', 'needs_recoding': False, 'human_address': '{""address"":""101 LOMBARD ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.404499'}"
Verizon Wireless,302474,SF_UM_PH2_SC187,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,31,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.800797', 'needs_recoding': False, 'human_address': '{""address"":""387 UNION ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.405949'}"
Verizon Wireless,302435,SF_UM_PH2_SC191,51,37,NCD,40-X,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,37,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.80379', 'needs_recoding': False, 'human_address': '{""address"":""600 Chestnut Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.413393'}"
Verizon Wireless,302456,SF_UM_PH2_SC54,168,5,C-2/RC-4,84-E/275-E,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,31,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.798886', 'needs_recoding': False, 'human_address': '{""address"":""25 broadway"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.398167'}"
Verizon Wireless,302460,SF_UM_PH2_SC60,137,1,C-2/M-1,40-X,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,32,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.800541', 'needs_recoding': False, 'human_address': '{""address"":""900 FRONT ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.40017'}"
Verizon Wireless,302492,SF_UM_PH2_SC66,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,27,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.805601', 'needs_recoding': False, 'human_address': '{""address"":""1793 Montgomery"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.405427'}"
Verizon Wireless,302493,SF_UM_PH2_SC67,37,4,C-2,40-X,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,35,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.806339', 'needs_recoding': False, 'human_address': '{""address"":""1950 Kearny Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.407085'}"
Verizon Wireless,302477,SF_UM_PH2_SC70,11,8,C-2,40-X,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,33,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.807911', 'needs_recoding': False, 'human_address': '{""address"":""333 JEFFERSON ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.41778'}"
Verizon Wireless,302478,SF_UM_PH2_SC71,13,6,C-2,40-X,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,27,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.808031', 'needs_recoding': False, 'human_address': '{""address"":""2769 Taylor St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.415869'}"
Verizon Wireless,302479,SF_UM_PH2_SC72,14,1,C-2,40-X,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,31.1,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.80796', 'needs_recoding': False, 'human_address': '{""address"":""2650 MASON ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.414025'}"
Verizon Wireless,302480,SF_UM_PH2_SC73,N/A,N/A,N/A,N/A,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,31,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.808194', 'needs_recoding': False, 'human_address': '{""address"":""2542 POWELL ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.412489'}"
Verizon Wireless,302494,SF_UM_PH2_SC80,29,7,C-2,40-X,DAS/POLE,,"Voice, Data, High Speed Data",,1,Pole,,1900/AWS,40,27.1,Radha Sharma,925-278-4761,SMALL CELL,"{'latitude': '37.806236', 'needs_recoding': False, 'human_address': '{""address"":""555 North Point St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.416033'}"
