Rank,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5145,PS2,Sports,0.17,0.13,0.02,0.04,0.37
5146,N64,Sports,0.37,0.0,0.0,0.0,0.37
5147,3DS,Misc,0.13,0.08,0.15,0.02,0.37
5148,DS,Simulation,0.3,0.01,0.02,0.03,0.37
5149,SNES,Role-Playing,0.0,0.0,0.37,0.0,0.37
5150,PS2,Role-Playing,0.09,0.07,0.18,0.02,0.37
5151,Wii,Simulation,0.34,0.0,0.0,0.03,0.37
5152,PC,Strategy,0.11,0.22,0.0,0.03,0.37
5153,PC,Action,0.09,0.21,0.0,0.07,0.37
5154,DC,Fighting,0.0,0.0,0.37,0.0,0.37
5155,PS3,Action,0.11,0.19,0.0,0.07,0.37
5156,GB,Strategy,0.0,0.0,0.37,0.0,0.37
5157,PS4,Platform,0.2,0.12,0.0,0.05,0.37
5158,PSV,Action,0.17,0.13,0.0,0.06,0.37
5159,PS4,Misc,0.25,0.05,0.0,0.07,0.37
5160,PC,Shooter,0.0,0.32,0.0,0.04,0.37
5161,PS2,Simulation,0.3,0.01,0.0,0.05,0.37
5162,PSP,Sports,0.34,0.0,0.0,0.03,0.37
5163,Wii,Action,0.31,0.02,0.0,0.03,0.36
5164,XB,Sports,0.31,0.04,0.0,0.01,0.36
5165,DS,Racing,0.25,0.08,0.0,0.03,0.36
5166,DS,Sports,0.33,0.0,0.0,0.03,0.36
5167,GC,Shooter,0.28,0.07,0.0,0.01,0.36
5168,SNES,Sports,0.0,0.0,0.36,0.0,0.36
5169,PS2,Fighting,0.08,0.06,0.21,0.02,0.36
5170,SAT,Adventure,0.0,0.0,0.36,0.0,0.36
5171,X360,Action,0.24,0.09,0.01,0.03,0.36
5172,PS2,Sports,0.18,0.14,0.0,0.05,0.36
5173,DS,Puzzle,0.32,0.02,0.0,0.03,0.36
5174,PS4,Action,0.09,0.17,0.05,0.05,0.36
5175,SNES,Fighting,0.0,0.0,0.36,0.0,0.36
5176,SNES,Fighting,0.0,0.0,0.36,0.0,0.36
5177,PS2,Adventure,0.0,0.0,0.36,0.0,0.36
5178,PS2,Sports,0.18,0.14,0.0,0.05,0.36
5179,PS2,Action,0.18,0.14,0.0,0.05,0.36
5180,PS2,Shooter,0.18,0.14,0.0,0.05,0.36
5181,DS,Fighting,0.0,0.0,0.36,0.0,0.36
5182,PSP,Role-Playing,0.17,0.01,0.16,0.02,0.36
5183,PSP,Sports,0.07,0.19,0.0,0.1,0.36
5184,X360,Action,0.17,0.16,0.0,0.03,0.36
5185,X360,Sports,0.21,0.13,0.0,0.03,0.36
5186,PSP,Platform,0.21,0.09,0.01,0.05,0.36
5187,PS2,Simulation,0.11,0.09,0.14,0.03,0.36
5188,PS2,Action,0.18,0.14,0.0,0.05,0.36
5189,X360,Action,0.24,0.09,0.0,0.03,0.36
5190,X360,Fighting,0.21,0.08,0.04,0.03,0.36
5191,PS,Simulation,0.2,0.14,0.0,0.02,0.36
5192,PS3,Shooter,0.04,0.03,0.27,0.02,0.36
5193,GBA,Action,0.26,0.1,0.0,0.01,0.36
5194,PS2,Role-Playing,0.14,0.11,0.08,0.04,0.36
5195,Wii,Misc,0.33,0.0,0.0,0.03,0.36
5196,PS,Action,0.0,0.0,0.34,0.02,0.36
5197,GBA,Action,0.26,0.1,0.0,0.01,0.36
5198,X360,Strategy,0.2,0.13,0.0,0.03,0.36
5199,DS,Racing,0.29,0.05,0.0,0.03,0.36
5200,Wii,Sports,0.33,0.01,0.0,0.03,0.36
5201,WiiU,Action,0.19,0.13,0.0,0.03,0.36
5202,SNES,Platform,0.0,0.0,0.36,0.0,0.36
5203,PS,Sports,0.2,0.14,0.0,0.02,0.36
5204,PS2,Sports,0.18,0.14,0.0,0.05,0.36
5205,XB,Action,0.27,0.08,0.0,0.01,0.36
5206,NES,Action,0.25,0.1,0.0,0.01,0.36
5207,N64,Action,0.07,0.02,0.23,0.04,0.36
5208,N64,Puzzle,0.29,0.06,0.0,0.0,0.36
5209,N64,Action,0.29,0.06,0.0,0.0,0.36
5210,PSV,Fighting,0.13,0.02,0.16,0.05,0.36
5211,Wii,Sports,0.33,0.0,0.0,0.03,0.36
5212,PS,Racing,0.2,0.14,0.0,0.02,0.36
5213,PS3,Misc,0.2,0.11,0.0,0.05,0.36
5214,GBA,Sports,0.26,0.1,0.0,0.01,0.36
5215,Wii,Sports,0.33,0.0,0.0,0.03,0.36
5216,XB,Simulation,0.27,0.08,0.0,0.01,0.36
5217,PC,Action,0.12,0.2,0.0,0.04,0.36
5218,GBA,Simulation,0.0,0.0,0.35,0.01,0.36
5219,SNES,Role-Playing,0.0,0.0,0.36,0.0,0.36
5220,WiiU,Shooter,0.23,0.09,0.01,0.03,0.36
5221,PS,Racing,0.2,0.14,0.0,0.02,0.36
5222,Wii,Sports,0.3,0.03,0.0,0.02,0.36
5223,Wii,Fighting,0.33,0.0,0.0,0.03,0.36
5224,X360,Misc,0.27,0.06,0.0,0.03,0.36
5225,XB,Sports,0.27,0.08,0.0,0.01,0.36
5226,DS,Racing,0.33,0.0,0.0,0.02,0.36
5227,PS2,Fighting,0.0,0.0,0.36,0.0,0.36
5228,X360,Misc,0.23,0.1,0.0,0.03,0.36
5229,DS,Strategy,0.07,0.25,0.0,0.04,0.36
5230,PS2,Sports,0.18,0.14,0.0,0.05,0.36
5231,PS2,Sports,0.0,0.0,0.36,0.0,0.36
5232,PS3,Action,0.18,0.12,0.0,0.06,0.36
5233,PS3,Shooter,0.11,0.17,0.0,0.07,0.36
5234,PSP,Strategy,0.0,0.0,0.36,0.0,0.36
5235,Wii,Fighting,0.24,0.09,0.0,0.03,0.36
5236,PS2,Platform,0.18,0.14,0.0,0.05,0.36
5237,PS2,Role-Playing,0.18,0.14,0.0,0.05,0.36
5238,PS,Simulation,0.0,0.0,0.33,0.02,0.36
5239,PS3,Adventure,0.0,0.0,0.36,0.0,0.36
5240,Wii,Misc,0.0,0.32,0.0,0.03,0.36
5241,GBA,Strategy,0.0,0.0,0.35,0.01,0.36
5242,PC,Action,0.06,0.25,0.0,0.05,0.36
5243,Wii,Action,0.33,0.01,0.0,0.02,0.36
5244,PC,Strategy,0.06,0.25,0.0,0.05,0.36
5245,PS3,Shooter,0.19,0.11,0.0,0.05,0.36
5246,Wii,Misc,0.0,0.31,0.0,0.05,0.36
5247,PS,Fighting,0.0,0.0,0.33,0.02,0.36
5248,2600,Action,0.33,0.02,0.0,0.0,0.36
5249,Wii,Simulation,0.29,0.04,0.0,0.02,0.36
5250,XB,Action,0.27,0.08,0.0,0.01,0.36
5251,X360,Fighting,0.23,0.1,0.0,0.03,0.36
5252,PSP,Role-Playing,0.0,0.0,0.36,0.0,0.36
5253,PS,Racing,0.2,0.13,0.0,0.02,0.36
5254,SNES,Platform,0.0,0.0,0.36,0.0,0.36
5255,PS3,Misc,0.25,0.06,0.0,0.04,0.36
5256,DS,Platform,0.21,0.02,0.11,0.02,0.36
5257,PS2,Racing,0.17,0.14,0.0,0.05,0.36
5258,PSP,Action,0.24,0.07,0.0,0.05,0.36
5259,PS2,Sports,0.17,0.14,0.0,0.05,0.36
5260,PSP,Sports,0.0,0.26,0.0,0.09,0.36
5261,DC,Sports,0.0,0.0,0.36,0.0,0.36
5262,DS,Adventure,0.33,0.0,0.0,0.02,0.36
5263,PS,Racing,0.06,0.04,0.23,0.02,0.36
5264,XB,Platform,0.25,0.1,0.0,0.01,0.36
5265,DS,Adventure,0.16,0.16,0.0,0.04,0.35
5266,PSP,Shooter,0.32,0.01,0.0,0.03,0.35
5267,PS,Action,0.2,0.13,0.0,0.02,0.35
5268,Wii,Simulation,0.28,0.02,0.03,0.03,0.35
5269,GBA,Sports,0.25,0.09,0.0,0.01,0.35
5270,XOne,Role-Playing,0.23,0.09,0.0,0.03,0.35
5271,PS2,Sports,0.17,0.14,0.0,0.05,0.35
5272,GC,Adventure,0.27,0.07,0.0,0.01,0.35
5273,PS2,Role-Playing,0.08,0.06,0.19,0.02,0.35
5274,GB,Puzzle,0.0,0.0,0.35,0.0,0.35
5275,PS3,Action,0.1,0.18,0.0,0.07,0.35
5276,Wii,Strategy,0.22,0.03,0.08,0.02,0.35
5277,PS2,Sports,0.17,0.14,0.0,0.05,0.35
5278,Wii,Misc,0.25,0.07,0.0,0.03,0.35
5279,3DS,Action,0.0,0.0,0.35,0.0,0.35
5280,PS3,Sports,0.09,0.2,0.0,0.07,0.35
5281,PS2,Misc,0.0,0.0,0.35,0.0,0.35
5282,PS3,Action,0.14,0.16,0.0,0.06,0.35
5283,X360,Fighting,0.19,0.12,0.01,0.03,0.35
5284,PS2,Action,0.17,0.13,0.0,0.05,0.35
5285,GBA,Action,0.25,0.09,0.0,0.01,0.35
5286,XB,Sports,0.26,0.08,0.0,0.01,0.35
5287,X360,Shooter,0.13,0.18,0.0,0.04,0.35
5288,PS2,Sports,0.0,0.0,0.35,0.0,0.35
5289,3DS,Role-Playing,0.08,0.04,0.23,0.01,0.35
5290,WiiU,Shooter,0.16,0.1,0.07,0.03,0.35
5291,SNES,Action,0.04,0.01,0.3,0.0,0.35
5292,DS,Action,0.17,0.15,0.0,0.04,0.35
5293,SNES,Racing,0.0,0.0,0.35,0.0,0.35
5294,PS2,Fighting,0.15,0.11,0.05,0.04,0.35
5295,PS2,Racing,0.17,0.13,0.0,0.04,0.35
5296,PS,Role-Playing,0.03,0.02,0.28,0.02,0.35
5297,GBA,Action,0.25,0.09,0.0,0.01,0.35
5298,DS,Fighting,0.0,0.0,0.35,0.0,0.35
5299,PS3,Fighting,0.2,0.08,0.04,0.04,0.35
5300,Wii,Misc,0.31,0.02,0.0,0.02,0.35
5301,DS,Simulation,0.3,0.03,0.0,0.03,0.35
5302,Wii,Adventure,0.13,0.18,0.0,0.04,0.35
5303,Wii,Strategy,0.21,0.1,0.0,0.03,0.35
5304,Wii,Action,0.15,0.05,0.14,0.01,0.35
5305,DS,Platform,0.23,0.0,0.09,0.02,0.35
5306,N64,Sports,0.0,0.0,0.29,0.06,0.35
5307,PS3,Shooter,0.05,0.19,0.03,0.07,0.35
5308,PS3,Sports,0.11,0.17,0.0,0.06,0.35
5309,Wii,Action,0.18,0.14,0.0,0.03,0.35
5310,X360,Strategy,0.23,0.1,0.0,0.03,0.35
5311,PS2,Action,0.17,0.13,0.0,0.04,0.35
5312,GC,Racing,0.27,0.07,0.0,0.01,0.35
5313,GBA,Action,0.25,0.09,0.0,0.01,0.35
5314,DS,Action,0.32,0.0,0.0,0.02,0.35
5315,PS2,Platform,0.17,0.13,0.0,0.04,0.35
5316,PS,Action,0.19,0.13,0.0,0.02,0.35
5317,XB,Misc,0.26,0.08,0.0,0.01,0.35
5318,X360,Fighting,0.18,0.14,0.0,0.03,0.35
5319,PS3,Shooter,0.13,0.16,0.01,0.06,0.35
5320,PS2,Sports,0.17,0.13,0.0,0.04,0.35
5321,PS2,Misc,0.17,0.13,0.0,0.04,0.35
5322,PS2,Fighting,0.09,0.07,0.16,0.02,0.35
5323,X360,Racing,0.11,0.2,0.0,0.04,0.35
5324,PSP,Strategy,0.13,0.05,0.14,0.03,0.35
5325,PS3,Shooter,0.23,0.07,0.0,0.04,0.35
5326,PS2,Shooter,0.17,0.13,0.0,0.04,0.35
5327,PS,Role-Playing,0.0,0.0,0.32,0.02,0.35
5328,PS2,Platform,0.17,0.13,0.0,0.04,0.35
5329,PS2,Sports,0.17,0.13,0.0,0.04,0.35
5330,PS2,Misc,0.17,0.13,0.0,0.04,0.35
5331,GC,Sports,0.27,0.07,0.0,0.01,0.35
5332,DS,Misc,0.32,0.0,0.0,0.03,0.35
5333,PS2,Shooter,0.17,0.13,0.0,0.04,0.35
5334,PS4,Simulation,0.1,0.2,0.0,0.05,0.35
5335,PS2,Sports,0.0,0.0,0.35,0.0,0.35
5336,PS,Racing,0.19,0.13,0.0,0.02,0.35
5337,PS2,Role-Playing,0.1,0.08,0.15,0.03,0.35
5338,X360,Action,0.3,0.01,0.0,0.03,0.35
5339,PS,Role-Playing,0.19,0.13,0.0,0.02,0.35
5340,SAT,Fighting,0.0,0.0,0.35,0.0,0.35
5341,PS2,Platform,0.17,0.13,0.0,0.04,0.35
5342,DS,Adventure,0.18,0.14,0.0,0.03,0.35
5343,PSP,Sports,0.32,0.0,0.0,0.03,0.35
5344,PS3,Racing,0.06,0.21,0.0,0.08,0.35
5345,GC,Platform,0.27,0.07,0.0,0.01,0.35
5346,PSP,Fighting,0.09,0.07,0.15,0.04,0.35
5347,PS4,Misc,0.16,0.13,0.0,0.06,0.35
5348,PS2,Adventure,0.17,0.13,0.0,0.04,0.35
5349,DS,Action,0.3,0.01,0.01,0.03,0.35
5350,X360,Sports,0.08,0.23,0.0,0.03,0.35
5351,PS,Puzzle,0.0,0.0,0.32,0.02,0.34
5352,DS,Simulation,0.32,0.0,0.0,0.02,0.34
5353,GBA,Misc,0.25,0.09,0.0,0.01,0.34
5354,PSP,Strategy,0.0,0.0,0.34,0.0,0.34
5355,PSP,Action,0.11,0.15,0.0,0.08,0.34
5356,GBA,Platform,0.25,0.09,0.0,0.01,0.34
5357,PS2,Misc,0.17,0.13,0.0,0.04,0.34
5358,PS2,Action,0.11,0.09,0.12,0.03,0.34
5359,DC,Fighting,0.0,0.0,0.34,0.0,0.34
5360,PS,Racing,0.19,0.13,0.0,0.02,0.34
5361,DS,Role-Playing,0.2,0.03,0.09,0.02,0.34
5362,PS3,Action,0.13,0.15,0.0,0.06,0.34
5363,GBA,Platform,0.1,0.04,0.2,0.01,0.34
5364,XOne,Action,0.25,0.07,0.0,0.03,0.34
5365,DS,Action,0.31,0.0,0.0,0.03,0.34
5366,X360,Shooter,0.28,0.03,0.0,0.03,0.34
5367,X360,Action,0.27,0.02,0.02,0.03,0.34
5368,2600,Action,0.32,0.02,0.0,0.0,0.34
5369,GBA,Action,0.25,0.09,0.0,0.01,0.34
5370,PS2,Simulation,0.08,0.06,0.19,0.02,0.34
5371,DS,Action,0.15,0.16,0.0,0.03,0.34
5372,Wii,Action,0.15,0.16,0.0,0.03,0.34
5373,PS2,Adventure,0.17,0.13,0.0,0.04,0.34
5374,SAT,Shooter,0.0,0.0,0.34,0.0,0.34
5375,X360,Action,0.19,0.12,0.0,0.03,0.34
5376,PS2,Racing,0.07,0.03,0.0,0.25,0.34
5377,GBA,Platform,0.25,0.09,0.0,0.01,0.34
5378,DS,Role-Playing,0.24,0.0,0.09,0.02,0.34
5379,PS,Fighting,0.19,0.13,0.0,0.02,0.34
5380,PS2,Puzzle,0.17,0.13,0.0,0.04,0.34
5381,XB,Shooter,0.26,0.07,0.0,0.01,0.34
5382,PS2,Simulation,0.17,0.13,0.0,0.04,0.34
5383,2600,Action,0.32,0.02,0.0,0.0,0.34
5384,2600,Action,0.32,0.02,0.0,0.0,0.34
5385,X360,Action,0.17,0.15,0.0,0.03,0.34
5386,X360,Action,0.28,0.03,0.0,0.03,0.34
5387,Wii,Action,0.29,0.03,0.0,0.02,0.34
5388,GC,Fighting,0.26,0.07,0.0,0.01,0.34
5389,PS3,Action,0.14,0.03,0.15,0.02,0.34
5390,XB,Simulation,0.22,0.11,0.0,0.01,0.34
5391,2600,Action,0.32,0.02,0.0,0.0,0.34
5392,Wii,Action,0.13,0.17,0.0,0.04,0.34
5393,Wii,Action,0.31,0.01,0.0,0.03,0.34
5394,PS3,Action,0.15,0.11,0.03,0.05,0.34
5395,SAT,Fighting,0.0,0.0,0.34,0.0,0.34
5396,N64,Racing,0.27,0.06,0.0,0.0,0.34
5397,2600,Action,0.32,0.02,0.0,0.0,0.34
5398,PS3,Action,0.15,0.13,0.0,0.06,0.34
5399,3DS,Strategy,0.22,0.09,0.0,0.03,0.34
5400,PS,Misc,0.19,0.13,0.0,0.02,0.34
5401,Wii,Racing,0.29,0.03,0.0,0.03,0.34
5402,2600,Shooter,0.32,0.02,0.0,0.0,0.34
5403,PSP,Sports,0.0,0.34,0.0,0.0,0.34
5404,PS2,Adventure,0.17,0.13,0.0,0.04,0.34
5405,PS3,Action,0.14,0.15,0.0,0.05,0.34
5406,XB,Sports,0.25,0.07,0.0,0.01,0.34
5407,DS,Misc,0.0,0.0,0.34,0.0,0.34
5408,PS,Shooter,0.05,0.03,0.23,0.02,0.34
5409,DS,Puzzle,0.31,0.01,0.0,0.02,0.34
5410,DS,Misc,0.31,0.0,0.0,0.02,0.34
5411,XOne,Platform,0.13,0.18,0.0,0.03,0.34
5412,DS,Puzzle,0.28,0.01,0.03,0.02,0.34
5413,PSP,Role-Playing,0.14,0.02,0.16,0.02,0.34
5414,DS,Simulation,0.3,0.02,0.0,0.03,0.34
5415,PS,Action,0.19,0.13,0.0,0.02,0.34
5416,X360,Sports,0.09,0.21,0.0,0.04,0.34
5417,XB,Racing,0.25,0.07,0.0,0.01,0.34
5418,3DS,Strategy,0.15,0.15,0.0,0.03,0.34
5419,DS,Simulation,0.31,0.0,0.0,0.02,0.34
5420,PS3,Sports,0.29,0.02,0.0,0.03,0.34
5421,XOne,Simulation,0.18,0.13,0.0,0.03,0.34
5422,GBA,Racing,0.24,0.09,0.0,0.01,0.34
5423,PC,Simulation,0.11,0.17,0.0,0.05,0.34
5424,GC,Action,0.26,0.07,0.0,0.01,0.34
5425,DS,Simulation,0.21,0.1,0.0,0.03,0.34
5426,PS2,Misc,0.1,0.02,0.0,0.22,0.34
5427,PS3,Misc,0.0,0.25,0.0,0.08,0.34
5428,PS4,Role-Playing,0.0,0.0,0.34,0.0,0.34
5429,PS3,Misc,0.28,0.0,0.02,0.03,0.34
5430,X360,Action,0.29,0.02,0.0,0.03,0.34
5431,PSV,Racing,0.17,0.12,0.0,0.05,0.34
5432,PS2,Action,0.04,0.03,0.25,0.01,0.34
5433,DS,Action,0.27,0.04,0.0,0.02,0.34
5434,PS,Action,0.19,0.13,0.0,0.02,0.34
5435,PS2,Racing,0.16,0.13,0.0,0.04,0.34
5436,DS,Adventure,0.3,0.01,0.0,0.03,0.34
5437,X360,Shooter,0.17,0.14,0.0,0.03,0.34
5438,XB,Shooter,0.25,0.07,0.0,0.01,0.34
5439,DS,Action,0.12,0.18,0.0,0.04,0.34
5440,PS2,Misc,0.16,0.13,0.0,0.04,0.34
5441,PS3,Action,0.0,0.0,0.33,0.0,0.33
5442,PS3,Shooter,0.06,0.15,0.07,0.05,0.33
5443,X360,Action,0.14,0.14,0.02,0.03,0.33
5444,XB,Shooter,0.21,0.11,0.0,0.01,0.33
5445,DS,Action,0.17,0.13,0.0,0.03,0.33
5446,X360,Shooter,0.15,0.14,0.0,0.04,0.33
5447,PS,Racing,0.06,0.04,0.21,0.02,0.33
5448,Wii,Role-Playing,0.13,0.1,0.08,0.03,0.33
5449,PS3,Action,0.09,0.08,0.14,0.03,0.33
5450,X360,Fighting,0.23,0.07,0.01,0.03,0.33
5451,PS2,Adventure,0.16,0.13,0.0,0.04,0.33
5452,GBA,Platform,0.24,0.09,0.0,0.01,0.33
5453,PS,Puzzle,0.06,0.04,0.22,0.02,0.33
5454,Wii,Misc,0.0,0.29,0.0,0.04,0.33
5455,DS,Role-Playing,0.14,0.0,0.18,0.01,0.33
5456,PSP,Fighting,0.27,0.01,0.02,0.03,0.33
5457,PSP,Role-Playing,0.14,0.12,0.0,0.08,0.33
5458,X360,Sports,0.12,0.18,0.0,0.03,0.33
5459,PS,Action,0.19,0.13,0.0,0.02,0.33
5460,PSP,Role-Playing,0.0,0.0,0.33,0.0,0.33
5461,Wii,Misc,0.31,0.0,0.0,0.02,0.33
5462,Wii,Action,0.15,0.15,0.0,0.03,0.33
5463,PSP,Misc,0.13,0.15,0.0,0.05,0.33
5464,PS3,Shooter,0.14,0.14,0.0,0.05,0.33
5465,PS3,Misc,0.0,0.3,0.0,0.03,0.33
5466,Wii,Role-Playing,0.26,0.05,0.0,0.03,0.33
5467,PSV,Fighting,0.2,0.09,0.0,0.05,0.33
5468,GC,Fighting,0.26,0.07,0.0,0.01,0.33
5469,DS,Puzzle,0.14,0.01,0.16,0.01,0.33
5470,GC,Simulation,0.26,0.07,0.0,0.01,0.33
5471,XB,Action,0.25,0.07,0.0,0.01,0.33
5472,X360,Action,0.29,0.02,0.0,0.03,0.33
5473,Wii,Shooter,0.31,0.0,0.0,0.02,0.33
5474,Wii,Misc,0.31,0.0,0.0,0.02,0.33
5475,PS2,Platform,0.12,0.1,0.08,0.03,0.33
5476,XB,Shooter,0.25,0.07,0.0,0.01,0.33
5477,X360,Role-Playing,0.12,0.13,0.06,0.03,0.33
5478,Wii,Simulation,0.3,0.0,0.0,0.03,0.33
5479,PS2,Action,0.16,0.13,0.0,0.04,0.33
5480,XB,Racing,0.25,0.07,0.0,0.01,0.33
5481,PSP,Role-Playing,0.21,0.0,0.1,0.02,0.33
5482,PS3,Sports,0.31,0.0,0.0,0.03,0.33
5483,PS,Simulation,0.0,0.0,0.31,0.02,0.33
5484,PS4,Fighting,0.09,0.13,0.08,0.04,0.33
5485,GC,Platform,0.26,0.07,0.0,0.01,0.33
5486,PS3,Sports,0.0,0.25,0.0,0.08,0.33
5487,PC,Action,0.14,0.15,0.0,0.04,0.33
5488,PS2,Sports,0.16,0.13,0.0,0.04,0.33
5489,GBA,Action,0.24,0.09,0.0,0.01,0.33
5490,WiiU,Action,0.21,0.09,0.0,0.03,0.33
5491,PS2,Fighting,0.16,0.13,0.0,0.04,0.33
5492,PS,Sports,0.0,0.0,0.31,0.02,0.33
5493,PSV,Platform,0.15,0.13,0.0,0.05,0.33
5494,X360,Action,0.22,0.08,0.0,0.03,0.33
5495,GB,Sports,0.0,0.0,0.33,0.0,0.33
5496,SNES,Sports,0.0,0.0,0.33,0.0,0.33
5497,Wii,Action,0.17,0.13,0.0,0.03,0.33
5498,PSP,Misc,0.26,0.0,0.03,0.03,0.33
5499,DS,Sports,0.3,0.0,0.0,0.03,0.33
5500,PS2,Sports,0.16,0.13,0.0,0.04,0.33
5501,PS4,Role-Playing,0.1,0.18,0.0,0.05,0.33
5502,PS2,Sports,0.16,0.13,0.0,0.04,0.33
5503,GBA,Platform,0.17,0.06,0.09,0.01,0.33
5504,PS3,Fighting,0.1,0.11,0.06,0.05,0.33
5505,PS2,Action,0.14,0.03,0.0,0.16,0.33
5506,XB,Fighting,0.26,0.06,0.0,0.01,0.33
5507,GBA,Racing,0.24,0.09,0.0,0.01,0.33
5508,PS2,Action,0.05,0.04,0.23,0.01,0.33
5509,PS3,Sports,0.08,0.18,0.0,0.06,0.33
5510,N64,Role-Playing,0.0,0.0,0.29,0.04,0.33
5511,N64,Action,0.26,0.06,0.0,0.0,0.33
5512,PSP,Misc,0.0,0.0,0.33,0.0,0.33
5513,X360,Strategy,0.17,0.12,0.01,0.03,0.33
5514,PS,Platform,0.18,0.12,0.0,0.02,0.33
5515,PS2,Role-Playing,0.09,0.07,0.15,0.02,0.33
5516,PS3,Sports,0.26,0.04,0.0,0.03,0.33
5517,X360,Sports,0.27,0.04,0.0,0.02,0.33
5518,PS2,Adventure,0.1,0.08,0.12,0.03,0.33
5519,SNES,Sports,0.0,0.0,0.33,0.0,0.33
5520,DS,Adventure,0.31,0.0,0.0,0.02,0.33
5521,PS3,Action,0.15,0.12,0.0,0.05,0.33
5522,GC,Shooter,0.25,0.07,0.0,0.01,0.33
5523,Wii,Action,0.22,0.01,0.08,0.02,0.33
5524,PSP,Strategy,0.11,0.14,0.0,0.08,0.33
5525,X360,Racing,0.01,0.28,0.0,0.03,0.33
5526,PS2,Role-Playing,0.16,0.13,0.0,0.04,0.33
5527,PS2,Fighting,0.16,0.13,0.0,0.04,0.33
5528,Wii,Sports,0.29,0.01,0.0,0.03,0.33
5529,PSP,Racing,0.09,0.16,0.0,0.09,0.33
5530,PS3,Racing,0.12,0.15,0.0,0.06,0.33
5531,GC,Platform,0.25,0.07,0.0,0.01,0.33
5532,DS,Simulation,0.28,0.03,0.0,0.02,0.33
5533,PSP,Sports,0.3,0.0,0.0,0.02,0.33
5534,X360,Misc,0.2,0.1,0.0,0.03,0.33
5535,PS,Shooter,0.0,0.0,0.31,0.02,0.33
5536,GBA,Platform,0.24,0.09,0.0,0.01,0.33
5537,DC,Adventure,0.0,0.0,0.33,0.0,0.33
5538,DS,Action,0.12,0.17,0.0,0.04,0.33
5539,PS,Sports,0.18,0.12,0.0,0.02,0.33
5540,GBA,Misc,0.24,0.09,0.0,0.01,0.33
5541,PS3,Strategy,0.1,0.17,0.0,0.06,0.33
5542,GC,Fighting,0.0,0.0,0.32,0.01,0.33
5543,SNES,Strategy,0.0,0.0,0.33,0.0,0.33
5544,Wii,Platform,0.19,0.12,0.0,0.03,0.33
5545,X360,Action,0.19,0.11,0.0,0.03,0.33
5546,DS,Action,0.22,0.08,0.0,0.03,0.33
5547,GC,Sports,0.25,0.07,0.0,0.01,0.33
5548,DS,Misc,0.0,0.0,0.33,0.0,0.33
5549,X360,Misc,0.14,0.16,0.0,0.03,0.33
5550,X360,Role-Playing,0.19,0.04,0.08,0.02,0.33
5551,PS,Misc,0.0,0.0,0.31,0.02,0.33
5552,DS,Sports,0.29,0.01,0.0,0.03,0.33
5553,PS,Sports,0.16,0.11,0.04,0.02,0.33
5554,PS3,Action,0.09,0.16,0.01,0.06,0.33
5555,PS3,Role-Playing,0.2,0.05,0.05,0.03,0.33
5556,3DS,Fighting,0.12,0.03,0.16,0.02,0.33
5557,PS2,Action,0.0,0.0,0.33,0.0,0.33
5558,XOne,Shooter,0.19,0.11,0.0,0.03,0.33
5559,GC,Action,0.25,0.07,0.0,0.01,0.33
5560,PS3,Action,0.11,0.08,0.1,0.03,0.33
5561,2600,Action,0.31,0.02,0.0,0.0,0.33
5562,DS,Role-Playing,0.13,0.0,0.19,0.01,0.33
5563,PSV,Action,0.1,0.15,0.0,0.07,0.33
5564,GC,Sports,0.25,0.07,0.0,0.01,0.33
5565,Wii,Misc,0.3,0.0,0.0,0.02,0.33
5566,2600,Action,0.3,0.02,0.0,0.0,0.33
5567,WiiU,Action,0.2,0.09,0.0,0.03,0.33
5568,DS,Simulation,0.3,0.0,0.0,0.02,0.33
5569,GBA,Puzzle,0.12,0.04,0.16,0.01,0.33
5570,Wii,Fighting,0.22,0.01,0.08,0.02,0.33
5571,PS,Fighting,0.0,0.0,0.3,0.02,0.33
5572,XB,Sports,0.24,0.07,0.0,0.01,0.33
5573,PS2,Misc,0.16,0.12,0.0,0.04,0.33
5574,PSV,Action,0.14,0.1,0.01,0.07,0.33
5575,PC,Shooter,0.13,0.15,0.0,0.05,0.33
5576,PS3,Misc,0.25,0.05,0.0,0.03,0.33
5577,X360,Action,0.15,0.14,0.0,0.03,0.32
5578,PSP,Sports,0.3,0.0,0.0,0.03,0.32
5579,PS3,Fighting,0.04,0.06,0.2,0.02,0.32
5580,PC,Role-Playing,0.32,0.01,0.0,0.0,0.32
5581,GBA,Action,0.23,0.09,0.0,0.01,0.32
5582,PS2,Action,0.16,0.12,0.0,0.04,0.32
5583,PSP,Fighting,0.0,0.0,0.32,0.0,0.32
5584,PC,Action,0.13,0.16,0.0,0.04,0.32
5585,PS2,Shooter,0.16,0.12,0.0,0.04,0.32
5586,PS,Sports,0.18,0.12,0.0,0.02,0.32
5587,PS3,Action,0.06,0.08,0.16,0.03,0.32
5588,X360,Racing,0.23,0.04,0.02,0.03,0.32
5589,PS3,Action,0.13,0.14,0.0,0.06,0.32
5590,PSV,Sports,0.3,0.0,0.0,0.03,0.32
5591,DS,Action,0.18,0.11,0.0,0.03,0.32
5592,X360,Sports,0.3,0.0,0.0,0.02,0.32
5593,X360,Fighting,0.19,0.08,0.03,0.02,0.32
5594,DS,Role-Playing,0.17,0.01,0.12,0.01,0.32
5595,N64,Sports,0.3,0.02,0.0,0.0,0.32
