Rank,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales
2313,N64,Sports,0.84,0.05,0.0,0.01
2314,PS2,Platform,0.74,0.03,0.01,0.12
2315,XB,Shooter,0.65,0.22,0.0,0.03
2316,Wii,Misc,0.42,0.37,0.01,0.1
2317,PC,Role-Playing,0.32,0.48,0.0,0.09
2318,PS3,Racing,0.42,0.33,0.0,0.14
2319,Wii,Sports,0.29,0.52,0.0,0.09
2320,DS,Role-Playing,0.84,0.0,0.0,0.06
2321,PS3,Action,0.42,0.32,0.01,0.15
2322,XB,Role-Playing,0.62,0.24,0.0,0.04
2323,XB,Sports,0.81,0.05,0.0,0.04
2324,PS2,Sports,0.44,0.34,0.0,0.11
2325,X360,Sports,0.73,0.1,0.0,0.06
2326,GBA,Platform,0.62,0.24,0.0,0.03
2327,PS3,Shooter,0.35,0.38,0.01,0.16
2328,PSP,Shooter,0.44,0.28,0.0,0.18
2329,Wii,Sports,0.82,0.01,0.0,0.07
2330,PS2,Sports,0.74,0.03,0.0,0.12
2331,PS4,Action,0.32,0.42,0.01,0.14
2332,GBA,Platform,0.6,0.22,0.05,0.02
2333,DS,Role-Playing,0.51,0.29,0.01,0.09
2334,PS2,Sports,0.74,0.03,0.0,0.12
2335,GBA,Adventure,0.46,0.17,0.24,0.02
2336,PS3,Platform,0.6,0.19,0.0,0.1
2337,GBA,Strategy,0.42,0.16,0.3,0.02
2338,GB,Strategy,0.0,0.0,0.89,0.0
2339,GC,Action,0.69,0.18,0.0,0.02
2340,Wii,Adventure,0.36,0.43,0.0,0.1
2341,PS,Simulation,0.16,0.11,0.56,0.06
2342,Wii,Racing,0.15,0.63,0.0,0.11
2343,PS2,Sports,0.44,0.34,0.0,0.11
2344,PS4,Sports,0.28,0.47,0.0,0.14
2345,PSP,Fighting,0.21,0.13,0.46,0.08
2346,3DS,Action,0.42,0.36,0.04,0.07
2347,X360,Racing,0.18,0.59,0.01,0.1
2348,Wii,Racing,0.81,0.0,0.01,0.07
2349,PC,Shooter,0.01,0.79,0.0,0.09
2350,WiiU,Sports,0.39,0.24,0.21,0.06
2351,X360,Role-Playing,0.55,0.25,0.01,0.07
2352,Wii,Shooter,0.6,0.21,0.0,0.08
2353,PS,Sports,0.49,0.34,0.0,0.06
2354,PS2,Misc,0.0,0.68,0.0,0.2
2355,SNES,Role-Playing,0.0,0.0,0.89,0.0
2356,PS,Platform,0.44,0.3,0.09,0.06
2357,X360,Fighting,0.44,0.36,0.0,0.08
2358,X360,Action,0.38,0.41,0.01,0.08
2359,PC,Action,0.01,0.79,0.0,0.08
2360,DS,Misc,0.0,0.82,0.0,0.06
2361,X360,Misc,0.62,0.2,0.0,0.07
2362,Wii,Action,0.6,0.21,0.0,0.08
2363,X360,Misc,0.73,0.1,0.0,0.06
2364,3DS,Action,0.3,0.22,0.3,0.05
2365,PS2,Action,0.43,0.34,0.0,0.11
2366,PS2,Misc,0.32,0.06,0.0,0.5
2367,Wii,Simulation,0.47,0.22,0.12,0.07
2368,PS,Shooter,0.49,0.33,0.0,0.06
2369,XOne,Action,0.42,0.38,0.0,0.07
2370,PSP,Strategy,0.32,0.26,0.12,0.17
2371,Wii,Simulation,0.51,0.28,0.01,0.08
2372,PS3,Fighting,0.28,0.33,0.13,0.14
2373,PS2,Sports,0.43,0.33,0.0,0.11
2374,X360,Racing,0.33,0.44,0.01,0.09
2375,PSP,Role-Playing,0.08,0.11,0.62,0.06
2376,XB,Simulation,0.65,0.19,0.0,0.03
2377,PS,Shooter,0.49,0.33,0.0,0.06
2378,PS,Platform,0.49,0.33,0.0,0.06
2379,XOne,Sports,0.7,0.11,0.0,0.06
2380,X360,Racing,0.38,0.4,0.0,0.09
2381,SNES,Sports,0.0,0.0,0.87,0.0
2382,Wii,Sports,0.71,0.11,0.0,0.06
2383,X360,Shooter,0.48,0.29,0.01,0.09
2384,XB,Shooter,0.61,0.24,0.0,0.03
2385,PS3,Shooter,0.29,0.4,0.02,0.16
2386,PS,Racing,0.43,0.29,0.09,0.06
2387,PS2,Role-Playing,0.73,0.03,0.0,0.12
2388,Wii,Puzzle,0.61,0.19,0.0,0.07
2389,PS3,Action,0.82,0.0,0.0,0.06
2390,PS3,Role-Playing,0.37,0.3,0.09,0.11
2391,PS,Sports,0.48,0.33,0.0,0.06
2392,PS3,Sports,0.14,0.54,0.01,0.18
2393,Wii,Shooter,0.46,0.31,0.02,0.09
2394,PS2,Sports,0.72,0.03,0.0,0.12
2395,PS4,Fighting,0.46,0.29,0.0,0.12
2396,PS,Sports,0.48,0.33,0.0,0.06
2397,PSP,Misc,0.2,0.44,0.0,0.23
2398,X360,Shooter,0.47,0.31,0.0,0.09
2399,PS2,Fighting,0.72,0.03,0.0,0.12
2400,DS,Misc,0.59,0.2,0.0,0.08
2401,DS,Action,0.63,0.17,0.0,0.07
2402,XB,Shooter,0.48,0.37,0.0,0.02
2403,PS2,Sports,0.43,0.33,0.0,0.11
2404,PS,Role-Playing,0.3,0.2,0.3,0.06
2405,PSP,Puzzle,0.12,0.52,0.0,0.23
2406,PS2,Action,0.11,0.09,0.64,0.03
2407,X360,Misc,0.47,0.32,0.0,0.08
2408,2600,Misc,0.81,0.05,0.0,0.01
2409,PS3,Role-Playing,0.2,0.15,0.45,0.07
2410,PS2,Misc,0.1,0.59,0.0,0.18
2411,3DS,Action,0.0,0.0,0.86,0.0
2412,Wii,Action,0.12,0.63,0.0,0.11
2413,PSP,Sports,0.01,0.72,0.12,0.01
2414,PS3,Action,0.35,0.37,0.01,0.14
2415,PS3,Action,0.34,0.37,0.0,0.15
2416,DS,Role-Playing,0.54,0.06,0.21,0.05
2417,PS3,Action,0.25,0.45,0.01,0.15
2418,PS2,Fighting,0.42,0.33,0.0,0.11
2419,3DS,Role-Playing,0.0,0.0,0.86,0.0
2420,PS,Racing,0.48,0.33,0.0,0.06
2421,N64,Sports,0.81,0.04,0.0,0.01
2422,PS,Sports,0.48,0.32,0.0,0.06
2423,PS3,Fighting,0.22,0.34,0.18,0.12
2424,X360,Action,0.52,0.26,0.0,0.08
2425,DS,Platform,0.61,0.0,0.2,0.05
2426,X360,Sports,0.32,0.43,0.02,0.09
2427,PS2,Action,0.17,0.13,0.51,0.04
2428,PS3,Action,0.52,0.16,0.08,0.1
2429,X360,Racing,0.35,0.43,0.0,0.07
2430,PS3,Sports,0.46,0.26,0.01,0.12
2431,DS,Sports,0.1,0.65,0.0,0.11
2432,PS,Action,0.47,0.32,0.0,0.06
2433,Wii,Racing,0.46,0.31,0.0,0.08
2434,Wii,Sports,0.78,0.01,0.0,0.07
2435,X360,Sports,0.79,0.0,0.0,0.07
2436,XOne,Action,0.46,0.32,0.0,0.07
2437,PS,Fighting,0.14,0.09,0.57,0.06
2438,XB,Sports,0.64,0.18,0.0,0.03
2439,PS3,Shooter,0.44,0.27,0.01,0.12
2440,Wii,Simulation,0.74,0.04,0.0,0.06
2441,NES,Platform,0.4,0.07,0.37,0.01
2442,DS,Action,0.28,0.47,0.0,0.1
2443,PS,Action,0.47,0.32,0.0,0.06
2444,PSP,Racing,0.7,0.06,0.0,0.09
2445,PS3,Sports,0.36,0.35,0.0,0.14
2446,XOne,Shooter,0.52,0.25,0.0,0.08
2447,PS2,Action,0.31,0.0,0.0,0.53
2448,PS,Sports,0.47,0.32,0.0,0.06
2449,PS2,Racing,0.42,0.32,0.0,0.11
2450,3DS,Action,0.26,0.1,0.44,0.04
2451,PS2,Fighting,0.32,0.25,0.2,0.08
2452,Wii,Misc,0.52,0.25,0.0,0.07
2453,X360,Shooter,0.46,0.29,0.02,0.07
2454,PS4,Action,0.28,0.37,0.03,0.16
2455,GC,Action,0.65,0.17,0.0,0.02
2456,DS,Role-Playing,0.56,0.11,0.13,0.05
2457,PS3,Sports,0.37,0.34,0.0,0.13
2458,PS3,Action,0.42,0.21,0.11,0.1
2459,PS4,Action,0.68,0.0,0.0,0.16
2460,PS3,Sports,0.75,0.01,0.01,0.07
2461,WiiU,Role-Playing,0.36,0.28,0.14,0.06
2462,DS,Simulation,0.46,0.3,0.0,0.09
2463,GC,Action,0.65,0.17,0.0,0.02
2464,PS3,Sports,0.79,0.0,0.0,0.06
2465,PS3,Action,0.4,0.27,0.05,0.12
2466,PS2,Racing,0.41,0.32,0.0,0.11
2467,Wii,Simulation,0.69,0.03,0.06,0.06
2468,NES,Role-Playing,0.32,0.0,0.52,0.0
2469,PS3,Fighting,0.42,0.22,0.1,0.1
2470,PS,Sports,0.47,0.32,0.0,0.05
2471,X360,Shooter,0.52,0.25,0.0,0.07
2472,PS2,Racing,0.41,0.32,0.0,0.11
2473,PS4,Shooter,0.36,0.32,0.03,0.14
2474,PS2,Role-Playing,0.24,0.16,0.39,0.05
2475,PS2,Sports,0.41,0.32,0.0,0.11
2476,GBA,Adventure,0.6,0.22,0.0,0.01
2477,PSV,Sports,0.13,0.48,0.04,0.19
2478,PS3,Shooter,0.32,0.33,0.05,0.14
2479,PS2,Action,0.09,0.0,0.0,0.74
2480,X360,Racing,0.37,0.38,0.01,0.08
2481,PS,Puzzle,0.46,0.32,0.0,0.05
2482,Wii,Fighting,0.44,0.31,0.0,0.08
2483,PS,Simulation,0.22,0.15,0.4,0.05
2484,PS2,Action,0.24,0.19,0.34,0.06
2485,DS,Strategy,0.38,0.37,0.0,0.09
2486,PSP,Sports,0.77,0.03,0.0,0.04
2487,GBA,Action,0.6,0.22,0.0,0.01
2488,PSV,Shooter,0.43,0.21,0.01,0.19
2489,PS2,Sports,0.27,0.21,0.28,0.07
2490,XB,Shooter,0.62,0.18,0.01,0.03
2491,X360,Misc,0.57,0.2,0.0,0.06
2492,GB,Misc,0.0,0.0,0.83,0.0
2493,PS,Misc,0.46,0.31,0.0,0.05
2494,PS,Adventure,0.39,0.26,0.12,0.05
2495,PS3,Sports,0.78,0.0,0.0,0.05
2496,PS2,Platform,0.69,0.03,0.0,0.11
2497,Wii,Misc,0.77,0.0,0.0,0.06
2498,X360,Strategy,0.58,0.17,0.0,0.07
2499,PS2,Sports,0.41,0.32,0.0,0.11
2500,DS,Puzzle,0.77,0.0,0.0,0.06
2501,PS3,Action,0.31,0.37,0.0,0.14
2502,PS3,Fighting,0.42,0.2,0.11,0.09
2503,PS,Platform,0.46,0.31,0.0,0.05
2504,PS,Adventure,0.46,0.31,0.0,0.05
2505,Wii,Sports,0.33,0.34,0.09,0.07
2506,XB,Shooter,0.58,0.22,0.0,0.03
2507,XOne,Sports,0.72,0.02,0.0,0.09
2508,PSP,Sports,0.46,0.21,0.0,0.15
2509,GC,Sports,0.64,0.17,0.0,0.02
2510,PS2,Role-Playing,0.69,0.03,0.0,0.11
2511,Wii,Action,0.44,0.3,0.0,0.08
2512,X360,Misc,0.64,0.12,0.0,0.06
2513,PS4,Fighting,0.35,0.26,0.08,0.13
2514,XB,Racing,0.68,0.11,0.0,0.03
2515,NES,Puzzle,0.42,0.1,0.28,0.02
2516,N64,Fighting,0.61,0.19,0.0,0.01
2517,XB,Sports,0.69,0.11,0.0,0.02
2518,2600,Action,0.76,0.05,0.0,0.01
2519,PSP,Adventure,0.19,0.41,0.0,0.22
2520,PS3,Action,0.24,0.28,0.19,0.12
2521,3DS,Role-Playing,0.42,0.19,0.14,0.06
2522,PS2,Platform,0.4,0.31,0.0,0.1
2523,PS3,Misc,0.33,0.35,0.0,0.14
2524,Wii,Misc,0.47,0.28,0.0,0.07
2525,PS3,Sports,0.56,0.11,0.0,0.15
2526,X360,Shooter,0.4,0.33,0.01,0.09
2527,DS,Simulation,0.4,0.33,0.0,0.09
2528,PS2,Role-Playing,0.34,0.04,0.36,0.08
2529,PS3,Misc,0.29,0.4,0.0,0.13
2530,X360,Sports,0.48,0.26,0.0,0.08
2531,PS4,Sports,0.62,0.13,0.0,0.07
2532,PS3,Action,0.67,0.07,0.0,0.07
2533,GB,Role-Playing,0.0,0.0,0.81,0.0
2534,DS,Action,0.73,0.03,0.0,0.06
2535,PS2,Fighting,0.4,0.31,0.0,0.1
2536,SNES,Adventure,0.0,0.0,0.81,0.0
2537,PSP,Misc,0.33,0.25,0.07,0.17
2538,PS,Role-Playing,0.06,0.04,0.66,0.05
2539,SNES,Puzzle,0.0,0.0,0.81,0.0
2540,PS,Racing,0.45,0.31,0.0,0.05
2541,Wii,Sports,0.77,0.0,0.0,0.05
2542,GC,Action,0.63,0.16,0.0,0.02
2543,PS,Sports,0.0,0.0,0.76,0.05
2544,PS4,Misc,0.32,0.35,0.0,0.13
2545,PS,Role-Playing,0.07,0.05,0.63,0.05
2546,PSP,Role-Playing,0.0,0.0,0.81,0.0
2547,X360,Sports,0.12,0.58,0.03,0.08
2548,N64,Action,0.68,0.12,0.0,0.01
2549,NES,Platform,0.45,0.08,0.27,0.01
2550,PS2,Shooter,0.4,0.31,0.0,0.1
2551,PS3,Action,0.33,0.35,0.0,0.13
2552,SNES,Role-Playing,0.0,0.0,0.81,0.0
2553,X360,Racing,0.32,0.4,0.0,0.09
2554,3DS,Puzzle,0.2,0.26,0.3,0.04
2555,PS,Puzzle,0.45,0.31,0.0,0.05
2556,XOne,Action,0.43,0.3,0.01,0.07
2557,PS3,Sports,0.75,0.0,0.0,0.06
2558,Wii,Action,0.52,0.21,0.0,0.07
2559,PS,Sports,0.0,0.0,0.75,0.05
2560,PS2,Role-Playing,0.35,0.27,0.09,0.09
2561,PS2,Simulation,0.67,0.03,0.0,0.11
2562,X360,Misc,0.52,0.21,0.0,0.07
2563,PS3,Sports,0.75,0.0,0.0,0.06
2564,Wii,Action,0.46,0.25,0.02,0.07
2565,X360,Fighting,0.4,0.33,0.0,0.07
2566,PS,Misc,0.45,0.3,0.0,0.05
2567,PS2,Action,0.03,0.02,0.74,0.01
2568,GC,Simulation,0.62,0.16,0.0,0.02
2569,Wii,Misc,0.19,0.5,0.0,0.11
2570,PS,Racing,0.45,0.3,0.0,0.05
2571,PS2,Shooter,0.39,0.31,0.0,0.1
2572,PSP,Simulation,0.19,0.39,0.0,0.22
2573,PS,Role-Playing,0.45,0.3,0.0,0.05
2574,X360,Shooter,0.36,0.37,0.0,0.07
2575,PSP,Sports,0.09,0.33,0.2,0.18
2576,X360,Action,0.48,0.25,0.0,0.07
2577,X360,Racing,0.37,0.35,0.0,0.07
2578,PS3,Shooter,0.33,0.35,0.0,0.13
2579,PS3,Sports,0.44,0.19,0.03,0.13
2580,Wii,Sports,0.43,0.29,0.0,0.08
2581,PSP,Simulation,0.08,0.46,0.0,0.25
2582,XB,Action,0.48,0.28,0.0,0.04
2583,X360,Role-Playing,0.42,0.24,0.07,0.06
2584,X360,Action,0.45,0.28,0.0,0.07
2585,PS3,Action,0.14,0.32,0.22,0.12
2586,DS,Misc,0.73,0.01,0.0,0.06
2587,PS,Strategy,0.0,0.0,0.75,0.05
2588,PSP,Sports,0.04,0.33,0.26,0.17
2589,GC,Racing,0.68,0.09,0.0,0.02
2590,Wii,Action,0.54,0.19,0.0,0.06
2591,X360,Misc,0.51,0.22,0.0,0.07
2592,WiiU,Sports,0.39,0.22,0.13,0.06
2593,PS2,Role-Playing,0.0,0.0,0.8,0.0
2594,SNES,Sports,0.0,0.0,0.8,0.0
2595,PS3,Shooter,0.26,0.36,0.04,0.14
2596,X360,Action,0.47,0.24,0.01,0.08
2597,PSP,Sports,0.05,0.3,0.29,0.16
2598,2600,Action,0.74,0.04,0.0,0.01
2599,PS2,Fighting,0.66,0.02,0.0,0.11
2600,PS3,Adventure,0.4,0.25,0.03,0.11
2601,X360,Platform,0.38,0.34,0.0,0.08
2602,PS2,Misc,0.61,0.0,0.0,0.18
2603,PS,Racing,0.0,0.0,0.74,0.05
2604,DS,Role-Playing,0.42,0.03,0.3,0.04
2605,GC,Role-Playing,0.61,0.16,0.0,0.02
2606,PS,Simulation,0.0,0.0,0.74,0.05
2607,PSP,Strategy,0.17,0.51,0.0,0.11
2608,PS,Racing,0.44,0.3,0.0,0.05
2609,PS3,Sports,0.42,0.25,0.0,0.12
2610,DS,Action,0.62,0.11,0.0,0.07
2611,N64,Fighting,0.63,0.15,0.0,0.01
2612,NES,Platform,0.39,0.07,0.32,0.01
2613,X360,Role-Playing,0.32,0.2,0.21,0.06
2614,PS2,Simulation,0.64,0.03,0.02,0.1
2615,PS2,Simulation,0.28,0.22,0.23,0.07
2616,3DS,Role-Playing,0.0,0.0,0.79,0.0
2617,Wii,Shooter,0.42,0.21,0.08,0.07
2618,X360,Action,0.44,0.27,0.01,0.07
2619,DS,Action,0.71,0.02,0.0,0.06
2620,N64,Sports,0.75,0.03,0.0,0.01
2621,Wii,Sports,0.16,0.52,0.0,0.11
2622,X360,Role-Playing,0.38,0.3,0.03,0.08
2623,PS3,Strategy,0.49,0.19,0.01,0.1
2624,PS2,Sports,0.65,0.03,0.0,0.11
2625,XB,Sports,0.24,0.49,0.0,0.05
2626,DS,Sports,0.22,0.32,0.17,0.07
2627,X360,Fighting,0.43,0.27,0.01,0.07
2628,Wii,Action,0.27,0.2,0.27,0.05
2629,3DS,Puzzle,0.0,0.48,0.25,0.06
2630,X360,Action,0.67,0.05,0.01,0.06
2631,2600,Shooter,0.73,0.04,0.0,0.01
2632,X360,Misc,0.12,0.56,0.0,0.1
2633,GBA,Platform,0.56,0.21,0.0,0.01
2634,DS,Shooter,0.58,0.04,0.11,0.06
2635,PC,Adventure,0.01,0.77,0.0,0.0
2636,PS,Shooter,0.43,0.3,0.0,0.05
2637,PS2,Misc,0.17,0.0,0.0,0.61
2638,DS,Puzzle,0.41,0.3,0.0,0.07
2639,DS,Adventure,0.72,0.0,0.0,0.06
2640,Wii,Misc,0.0,0.69,0.0,0.09
2641,PS,Fighting,0.43,0.3,0.0,0.05
2642,PS3,Action,0.72,0.0,0.0,0.06
2643,PS,Strategy,0.43,0.29,0.0,0.05
2644,DS,Puzzle,0.29,0.3,0.12,0.07
2645,PS4,Sports,0.13,0.42,0.13,0.1
2646,PSP,Strategy,0.11,0.43,0.0,0.24
2647,PSP,Shooter,0.38,0.24,0.0,0.16
2648,X360,Sports,0.53,0.19,0.0,0.06
2649,X360,Action,0.55,0.15,0.03,0.06
2650,PS2,Sports,0.65,0.02,0.0,0.11
2651,PSP,Racing,0.24,0.33,0.01,0.2
2652,X360,Action,0.41,0.29,0.0,0.07
2653,SNES,Role-Playing,0.0,0.0,0.78,0.0
2654,2600,Puzzle,0.72,0.05,0.0,0.01
2655,GC,Shooter,0.6,0.16,0.0,0.02
2656,X360,Platform,0.32,0.36,0.0,0.09
2657,PS,Sports,0.43,0.29,0.0,0.05
2658,X360,Action,0.34,0.35,0.0,0.08
2659,Wii,Action,0.28,0.4,0.0,0.09
2660,Wii,Misc,0.47,0.23,0.0,0.07
2661,X360,Shooter,0.66,0.02,0.03,0.06
2662,2600,Shooter,0.72,0.05,0.0,0.01
2663,PS,Racing,0.43,0.29,0.0,0.05
2664,PS,Misc,0.43,0.29,0.0,0.05
2665,XOne,Sports,0.67,0.05,0.0,0.05
2666,2600,Action,0.72,0.04,0.0,0.01
2667,PSP,Racing,0.23,0.32,0.03,0.19
2668,PS3,Shooter,0.33,0.31,0.0,0.12
2669,PSV,Role-Playing,0.22,0.14,0.32,0.1
2670,PS2,Fighting,0.64,0.02,0.0,0.1
2671,2600,Fighting,0.72,0.04,0.0,0.01
2672,PS,Racing,0.43,0.29,0.0,0.05
2673,PS3,Fighting,0.37,0.19,0.11,0.1
2674,2600,Action,0.72,0.04,0.0,0.01
2675,N64,Platform,0.53,0.22,0.0,0.02
2676,GB,Role-Playing,0.0,0.0,0.77,0.0
2677,GBA,Action,0.55,0.2,0.0,0.01
2678,DS,Simulation,0.61,0.1,0.0,0.06
2679,DS,Action,0.43,0.27,0.0,0.06
2680,PSP,Action,0.71,0.0,0.0,0.06
2681,PS2,Shooter,0.38,0.29,0.0,0.1
2682,PS2,Platform,0.38,0.29,0.0,0.1
2683,DS,Racing,0.21,0.14,0.38,0.04
2684,GBA,Platform,0.45,0.17,0.14,0.01
2685,PS2,Sports,0.38,0.29,0.0,0.1
2686,PS2,Role-Playing,0.1,0.08,0.56,0.03
2687,PS2,Sports,0.37,0.29,0.0,0.1
2688,PS2,Platform,0.37,0.04,0.0,0.36
2689,PS,Racing,0.18,0.12,0.42,0.05
2690,PS3,Shooter,0.22,0.4,0.01,0.14
2691,Wii,Adventure,0.22,0.47,0.0,0.08
2692,3DS,Simulation,0.3,0.37,0.03,0.07
2693,XB,Racing,0.36,0.38,0.0,0.03
2694,PS2,Action,0.64,0.02,0.0,0.1
2695,PS2,Fighting,0.37,0.29,0.0,0.1
2696,PS,Fighting,0.17,0.11,0.43,0.05
2697,PSV,Fighting,0.47,0.18,0.0,0.12
2698,PS,Sports,0.0,0.0,0.71,0.05
2699,X360,Shooter,0.38,0.24,0.08,0.06
2700,PS3,Fighting,0.35,0.24,0.07,0.1
2701,PC,Shooter,0.33,0.32,0.0,0.11
2702,DS,Misc,0.7,0.01,0.0,0.06
2703,PS4,Sports,0.09,0.43,0.11,0.13
2704,Wii,Puzzle,0.29,0.39,0.0,0.08
2705,PS3,Action,0.38,0.26,0.0,0.12
2706,NES,Role-Playing,0.0,0.0,0.76,0.0
2707,N64,Sports,0.59,0.16,0.0,0.01
2708,PS2,Misc,0.0,0.0,0.76,0.0
2709,GBA,Role-Playing,0.09,0.03,0.62,0.02
2710,PS2,Shooter,0.37,0.29,0.0,0.1
2711,PS2,Sports,0.11,0.29,0.0,0.36
2712,Wii,Sports,0.67,0.04,0.0,0.05
2713,X360,Shooter,0.36,0.31,0.01,0.08
2714,PC,Action,0.14,0.48,0.0,0.14
2715,XB,Fighting,0.61,0.12,0.0,0.03
2716,DS,Adventure,0.27,0.15,0.3,0.04
2717,GBA,Adventure,0.54,0.2,0.0,0.01
2718,Wii,Sports,0.24,0.46,0.0,0.06
2719,PS2,Fighting,0.31,0.24,0.13,0.08
2720,PSP,Racing,0.16,0.38,0.01,0.21
2721,PS3,Shooter,0.29,0.32,0.01,0.13
2722,X360,Role-Playing,0.48,0.2,0.01,0.06
2723,PS2,Action,0.57,0.02,0.07,0.09
2724,PS2,Fighting,0.37,0.29,0.0,0.1
2725,X360,Sports,0.28,0.39,0.0,0.09
2726,Wii,Misc,0.24,0.44,0.0,0.08
2727,PS3,Action,0.18,0.38,0.06,0.14
2728,Wii,Simulation,0.6,0.09,0.02,0.05
2729,GB,Role-Playing,0.0,0.0,0.76,0.0
2730,PC,Strategy,0.12,0.53,0.0,0.11
2731,XOne,Misc,0.47,0.21,0.01,0.07
2732,DS,Role-Playing,0.67,0.03,0.0,0.06
2733,PS2,Platform,0.21,0.0,0.0,0.54
2734,PSP,Fighting,0.41,0.21,0.0,0.14
2735,PS3,Misc,0.41,0.24,0.0,0.11
2736,PS,Platform,0.3,0.21,0.2,0.05
2737,PSV,Adventure,0.17,0.39,0.0,0.19
2738,PS3,Misc,0.47,0.19,0.0,0.09
2739,PS3,Action,0.41,0.22,0.01,0.11
2740,Wii,Fighting,0.51,0.17,0.0,0.07
2741,X360,Action,0.46,0.21,0.01,0.07
2742,PS3,Action,0.36,0.28,0.0,0.11
2743,PS2,Action,0.37,0.29,0.0,0.1
2744,N64,Racing,0.63,0.11,0.0,0.01
2745,X360,Action,0.43,0.26,0.0,0.06
2746,PS2,Shooter,0.3,0.24,0.13,0.08
2747,PS3,Shooter,0.33,0.28,0.02,0.12
2748,PS,Fighting,0.28,0.19,0.23,0.05
2749,PSP,Sports,0.69,0.0,0.0,0.06
2750,PSP,Shooter,0.28,0.29,0.0,0.18
2751,XB,Sports,0.48,0.24,0.0,0.03
2752,X360,Role-Playing,0.32,0.18,0.19,0.05
2753,PS3,Action,0.31,0.32,0.0,0.13
2754,DS,Action,0.42,0.26,0.0,0.07
2755,PS3,Racing,0.31,0.31,0.01,0.12
2756,PS2,Fighting,0.22,0.17,0.3,0.06
2757,PS2,Sports,0.62,0.02,0.0,0.1
2758,WiiU,Misc,0.4,0.28,0.0,0.07
2759,X360,Shooter,0.46,0.22,0.01,0.06
2760,PS3,Platform,0.2,0.43,0.01,0.11
2761,PS3,Role-Playing,0.49,0.16,0.0,0.09
2762,DS,Sports,0.29,0.37,0.0,0.08
2763,X360,Adventure,0.55,0.14,0.0,0.05
2764,PS3,Action,0.3,0.16,0.22,0.07
2765,DS,Fighting,0.0,0.0,0.74,0.0
2766,PS2,Misc,0.36,0.28,0.0,0.1
2767,PS3,Role-Playing,0.2,0.22,0.24,0.09
2768,PS2,Racing,0.36,0.28,0.0,0.1
2769,PSP,Shooter,0.42,0.19,0.0,0.14
2770,X360,Role-Playing,0.36,0.3,0.02,0.06
2771,3DS,Action,0.41,0.27,0.0,0.06
2772,PSP,Fighting,0.67,0.01,0.0,0.06
2773,3DS,Role-Playing,0.16,0.3,0.25,0.04
2774,GBA,Misc,0.42,0.16,0.15,0.01
2775,PS3,Shooter,0.29,0.32,0.01,0.12
2776,WiiU,Action,0.31,0.35,0.02,0.06
2777,PS3,Racing,0.22,0.37,0.02,0.13
2778,Wii,Sports,0.7,0.0,0.0,0.05
2779,Wii,Misc,0.68,0.0,0.0,0.05
2780,XB,Racing,0.61,0.1,0.0,0.03
2781,PC,Action,0.16,0.45,0.0,0.13
2782,GBA,Action,0.53,0.2,0.0,0.01
2783,PS2,Sports,0.36,0.28,0.0,0.09
2784,Wii,Action,0.36,0.3,0.0,0.08
2785,PS,Racing,0.41,0.28,0.0,0.05
2786,PS3,Fighting,0.27,0.25,0.14,0.08
2787,XB,Shooter,0.59,0.12,0.0,0.03
2788,GBA,Puzzle,0.16,0.06,0.5,0.02
2789,PS3,Action,0.17,0.41,0.0,0.15
2790,PS3,Sports,0.22,0.38,0.0,0.14
2791,PS3,Fighting,0.3,0.12,0.24,0.07
2792,GBA,Role-Playing,0.31,0.11,0.3,0.02
2793,DS,Simulation,0.44,0.01,0.25,0.04
2794,PS3,Role-Playing,0.28,0.16,0.22,0.08
2795,DS,Simulation,0.63,0.05,0.0,0.06
2796,PS,Sports,0.14,0.09,0.46,0.05
2797,SNES,Fighting,0.0,0.0,0.73,0.0
2798,GBA,Platform,0.4,0.15,0.17,0.01
2799,PC,Shooter,0.23,0.41,0.0,0.09
2800,GB,Puzzle,0.0,0.0,0.73,0.0
2801,N64,Fighting,0.55,0.17,0.0,0.01
2802,X360,Racing,0.11,0.51,0.01,0.09
2803,Wii,Sports,0.63,0.04,0.0,0.06
2804,DS,Platform,0.37,0.0,0.32,0.04
2805,PS,Platform,0.41,0.28,0.0,0.05
2806,DS,Misc,0.0,0.0,0.73,0.0
2807,XB,Platform,0.54,0.16,0.0,0.03
2808,2600,Shooter,0.68,0.04,0.0,0.01
2809,X360,Sports,0.61,0.07,0.0,0.05
2810,PC,Role-Playing,0.32,0.34,0.0,0.07
2811,DS,Adventure,0.67,0.01,0.0,0.05
2812,X360,Racing,0.23,0.41,0.01,0.08
2813,X360,Sports,0.67,0.0,0.0,0.06
2814,Wii,Misc,0.0,0.0,0.73,0.0
2815,XB,Strategy,0.54,0.16,0.0,0.03
2816,PS2,Puzzle,0.47,0.02,0.17,0.08
2817,GBA,Action,0.52,0.19,0.0,0.01
2818,PS3,Action,0.47,0.14,0.02,0.09
2819,Wii,Action,0.33,0.32,0.0,0.08
2820,PS2,Sports,0.36,0.28,0.0,0.09
2821,X360,Racing,0.52,0.15,0.0,0.06
2822,DS,Simulation,0.34,0.31,0.0,0.08
2823,X360,Sports,0.38,0.28,0.0,0.06
2824,3DS,Simulation,0.16,0.02,0.53,0.01
2825,GC,Shooter,0.56,0.15,0.0,0.02
2826,PC,Strategy,0.26,0.36,0.0,0.1
2827,DS,Platform,0.35,0.3,0.0,0.07
2828,GBA,Action,0.52,0.19,0.0,0.01
