Rank,Name,Platform,Genre,NA_Sales,EU_Sales,JP_Sales
2022,Bomberman,1,4,0.18,0.0,0.85
2023,The Simpsons Game,0,8,0.45,0.47,0.0
2024,Tomb Raider,14,8,0.96,0.07,0.0
2025,Rock Band 2,0,5,0.94,0.01,0.0
2026,Street Fighter Alpha 3,12,9,0.38,0.12,0.51
2027,Bulletstorm,4,6,0.61,0.32,0.01
2028,FIFA Soccer 08,0,0,0.32,0.59,0.01
2029,Naruto: Clash of Ninja Revolution,0,9,0.45,0.46,0.0
2030,Tom Clancy's Ghost Recon Advanced Warfighter 2,4,6,0.87,0.05,0.02
2031,ZombiU,19,8,0.53,0.36,0.05
2032,Shrek 2,18,1,0.73,0.26,0.01
2033,Petz: Catz 2,3,7,0.51,0.4,0.0
2034,Tales of Graces f,5,3,0.28,0.21,0.45
2035,Final Fight 2,7,8,0.39,0.12,0.49
2036,Wall-E,0,1,0.51,0.4,0.0
2037,The Lost World: Jurassic Park,12,8,0.57,0.39,0.0
2038,Ace Combat 6: Fires of Liberation,4,7,0.69,0.04,0.22
2039,Madden NFL 07,13,0,0.97,0.03,0.0
2040,Disney Infinity 2.0: Marvel Super Heroes,5,8,0.44,0.4,0.0
2041,Harry Potter and the Prisoner of Azkaban,6,8,0.5,0.39,0.0
2042,Pong: The Next Level,12,4,0.56,0.38,0.0
2043,Bayonetta 2,19,8,0.34,0.28,0.1
2044,Prince of Persia,4,8,0.54,0.35,0.02
2045,God of War: Ghost of Sparta,16,8,0.41,0.36,0.03
2046,Sonic Generations,9,1,0.44,0.46,0.01
2047,Ninja Gaiden II,4,8,0.65,0.22,0.05
2048,NBA Jam Tournament Edition,7,0,0.87,0.12,0.0
2049,Championship Manager 3,14,0,0.0,0.93,0.0
2050,Guitar Hero: Warriors of Rock,0,5,0.48,0.44,0.0
2051,Oshare Majo Love and Berry: DS Collection,3,5,0.0,0.0,1.01
2052,Monster Rancher,12,7,0.12,0.08,0.74
2053,The LEGO Movie Videogame,5,8,0.33,0.48,0.02
2054,DiRT 2,5,2,0.27,0.53,0.0
2055,Rayman Legends,10,1,0.21,0.61,0.0
2056,NERF N-Strike Elite,0,6,0.93,0.0,0.0
2057,Ford Racing 2,6,2,0.49,0.38,0.0
2058,Breath of Fire III,12,3,0.29,0.19,0.46
2059,PES 2009: Pro Evolution Soccer,4,0,0.13,0.76,0.03
2060,Dead or Alive 2,6,9,0.3,0.24,0.38
2061,1942,1,6,0.65,0.14,0.21
2062,Excitebike 64,11,2,0.65,0.15,0.19
2063,NES Open Tournament Golf,1,0,0.41,0.1,0.47
2064,Game & Watch Gallery,2,5,0.63,0.25,0.09
2065,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,6,5,0.0,0.0,1.0
2066,SoulCalibur II,13,9,0.78,0.18,0.03
2067,Haze,5,6,0.49,0.33,0.02
2068,UFC Undisputed 3,4,8,0.72,0.21,0.0
2069,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),4,0,0.08,0.9,0.02
2070,Road & Track Presents: The Need for Speed,12,2,0.56,0.38,0.0
2071,NFL GameDay 2001,12,0,0.56,0.38,0.0
2072,Killzone: Mercenary,22,6,0.25,0.49,0.04
2073,NBA Live 97,12,0,0.55,0.38,0.0
2074,Dynasty Warriors 3: Xtreme Legends,6,8,0.13,0.1,0.74
2075,Zoo Tycoon DS,3,11,0.86,0.04,0.01
2076,Rocksmith 2014,5,5,0.51,0.27,0.05
2077,Dead Space 3,5,8,0.44,0.38,0.0
2078,Wheel of Fortune,0,5,0.89,0.04,0.0
2079,Disney Infinity,5,8,0.48,0.35,0.0
2080,Dark Souls,4,3,0.64,0.28,0.0
2081,Puzzler Collection,3,4,0.17,0.78,0.0
2082,Jampack Winter 2000,12,5,0.55,0.38,0.0
2083,Dead Space 3,4,8,0.64,0.28,0.0
2084,Phoenix Wright: Ace Attorney,3,10,0.49,0.07,0.39
2085,NFL Fever 2002,13,0,0.74,0.21,0.0
2086,The Simpsons: Hit & Run,18,2,0.77,0.2,0.0
2087,Littlest Pet Shop: Winter,3,7,0.59,0.31,0.0
2088,LEGO Harry Potter: Years 5-7,4,8,0.51,0.39,0.0
2089,Tom Clancy's Splinter Cell: Blacklist,4,8,0.57,0.34,0.01
2090,Ace Combat X: Skies of Deception,16,7,0.37,0.31,0.12
2091,NCAA Football 12,4,0,0.94,0.0,0.0
2092,LEGO Pirates of the Caribbean: The Video Game,5,8,0.36,0.46,0.0
2093,Band Hero,0,5,0.6,0.3,0.0
2094,Cars: Race-O-Rama,0,2,0.61,0.3,0.0
2095,Oddworld: Abe's Exoddus,12,1,0.55,0.38,0.0
2096,EyePet,5,7,0.35,0.52,0.04
2097,Scooby-Doo! First Frights,0,8,0.88,0.05,0.0
2098,Midnight Club: LA Remix,16,2,0.52,0.28,0.0
2099,The Bouncer,6,8,0.3,0.23,0.38
2100,Guitar Hero: Aerosmith,5,5,0.73,0.15,0.0
2101,WWE SmackDown vs Raw 2008,0,9,0.38,0.5,0.0
2102,FIFA Soccer 10,0,0,0.23,0.65,0.0
2103,Shadow The Hedgehog,18,1,0.76,0.2,0.0
2104,Farming Simulator 2013,14,7,0.0,0.8,0.0
2105,Fallout 3,14,3,0.02,0.88,0.0
2106,Cars,3,2,0.85,0.05,0.0
2107,Pro Evolution Soccer 2008,16,0,0.02,0.53,0.19
2108,Far Cry 3,14,6,0.21,0.62,0.0
2109,Xenoblade Chronicles,0,3,0.49,0.26,0.16
2110,Just Dance 2014,4,5,0.72,0.19,0.0
2111,Mario Party Advance,8,5,0.5,0.19,0.28
2112,Sonic & Sega All-Stars Racing,5,2,0.36,0.46,0.0
2113,Tetris 2,1,4,0.62,0.13,0.21
2114,NASCAR 99,11,2,0.94,0.04,0.0
2115,Air-Sea Battle,15,6,0.91,0.06,0.0
2116,Suikoden III,6,3,0.29,0.23,0.38
2117,Kingdom Hearts Re:coded,3,3,0.56,0.1,0.27
2118,South Park: The Stick of Truth,5,3,0.42,0.38,0.0
2119,Driver: San Francisco,5,2,0.24,0.54,0.01
2120,Sniper Elite V2,5,6,0.38,0.39,0.06
2121,Far Cry 4,4,6,0.45,0.44,0.0
2122,Grand Theft Auto: San Andreas,14,8,0.0,0.92,0.0
2123,Tom Clancy's Splinter Cell: Blacklist,5,8,0.34,0.41,0.06
2124,Pro Evolution Soccer 2014,5,8,0.03,0.43,0.51
2125,Madden NFL 16,4,0,0.82,0.05,0.0
2126,Madden NFL 10,6,0,0.88,0.0,0.0
2127,Brutal Legend,4,8,0.62,0.27,0.0
2128,Tamagotchi Connection: Corner Shop 2,3,7,0.09,0.02,0.86
2129,Final Fantasy Type-0,10,3,0.37,0.32,0.15
2130,Madden NFL 08,5,0,0.89,0.01,0.0
2131,de Blob,0,1,0.5,0.37,0.0
2132,NCAA Football 06,13,0,0.73,0.21,0.0
2133,Mass Effect 3,14,3,0.4,0.44,0.0
2134,NBA 2K10,4,0,0.88,0.02,0.0
2135,Fire Emblem,8,11,0.49,0.18,0.29
2136,Yakuza 4,5,8,0.15,0.14,0.63
2137,Skylanders: Spyro's Adventure,4,8,0.53,0.35,0.0
2138,Club Penguin: Game Day!,0,0,0.56,0.33,0.0
2139,NHL 2004,6,0,0.47,0.37,0.0
2140,Grand Theft Auto: Vice City Stories,6,8,0.78,0.03,0.03
2141,NBA 2K16,4,0,0.77,0.1,0.0
2142,FIFA Soccer 2005,13,0,0.33,0.6,0.0
2143,LEGO The Lord of the Rings,0,8,0.52,0.37,0.0
2144,Romancing SaGa,7,3,0.0,0.0,0.97
2145,Donkey Kong Junior,15,1,0.9,0.05,0.0
2146,LEGO Star Wars II: The Original Trilogy,18,8,0.75,0.19,0.0
2147,LEGO Harry Potter: Years 5-7,5,8,0.36,0.45,0.0
2148,Final Fantasy X / X-2 HD Remaster,22,3,0.21,0.31,0.28
2149,Medal of Honor: Underground,12,6,0.54,0.37,0.0
2150,The Sims 2,3,7,0.82,0.07,0.0
2151,Dark Cloud 2,6,3,0.38,0.25,0.26
2152,Jampack Summer '99,12,5,0.54,0.36,0.0
2153,PlayStation All-Stars Battle Royale,5,8,0.5,0.28,0.04
2154,Dance Dance Revolution 2nd ReMIX,12,7,0.0,0.0,0.9
2155,Monster High: Ghoul Spirit,3,5,0.72,0.17,0.0
2156,Dragon Quest X,0,3,0.0,0.0,0.96
2157,LEGO Pirates of the Caribbean: The Video Game,3,8,0.37,0.49,0.0
2158,Gangs of London,16,10,0.3,0.44,0.0
2159,Mortal Kombat Trilogy,11,9,0.72,0.22,0.0
2160,Star Soldier,1,6,0.32,0.06,0.57
2161,Sonic Unleashed,4,1,0.54,0.33,0.0
2162,Lost Planet 2,5,6,0.29,0.34,0.2
2163,NHL 2001,6,0,0.47,0.37,0.0
2164,Dragon Quest Monsters: Terry's Wonderland 3D,9,3,0.0,0.0,0.96
2165,My Weight Loss Coach,3,0,0.3,0.54,0.0
2166,Tom Clancy's Ghost Recon: Future Soldier,5,6,0.41,0.33,0.09
2167,Mega Man Star Force Dragon / Leo / Pegasus,3,8,0.39,0.0,0.53
2168,Shinobi,6,1,0.36,0.28,0.22
2169,Mortal Kombat: Deadly Alliance,13,9,0.77,0.15,0.0
2170,The Witcher 2: Assassins of Kings,14,8,0.25,0.56,0.0
2171,PilotWings Resort,9,7,0.4,0.36,0.13
2172,Naruto Shippuden: Ultimate Ninja Storm 3,5,9,0.32,0.33,0.15
2173,LEGO Jurassic World,4,8,0.47,0.4,0.0
2174,ESPN NBA 2K5,13,0,0.88,0.04,0.0
2175,Wheel of Fortune,6,5,0.47,0.36,0.0
2176,World Championship Poker,6,5,0.8,0.03,0.0
2177,Tom Clancy's Splinter Cell: Chaos Theory,6,8,0.36,0.45,0.0
2178,SpongeBob SquarePants: Battle for Bikini Bottom,18,1,0.74,0.19,0.0
2179,South Park: The Stick of Truth,4,3,0.57,0.3,0.0
2180,Ben 10: Alien Force,3,8,0.65,0.22,0.0
2181,SingStar Abba,5,5,0.27,0.51,0.0
2182,Cars 2,0,2,0.46,0.39,0.0
2183,Wild ARMs,12,3,0.26,0.17,0.46
2184,Kessen,6,11,0.27,0.21,0.41
2185,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,8,5,0.68,0.25,0.0
2186,NCAA Football 2000,12,0,0.53,0.36,0.0
2187,Brutal Legend,5,8,0.54,0.28,0.0
2188,Skylanders: Spyro's Adventure,5,8,0.39,0.4,0.0
2189,Guitar Hero: Metallica,0,5,0.41,0.43,0.0
2190,Evolve,10,6,0.35,0.41,0.05
2191,WWE SmackDown vs. Raw 2009,5,9,0.51,0.31,0.01
2192,Army of Two: The 40th Day,4,6,0.62,0.24,0.0
2193,Tony Hawk: RIDE,0,0,0.7,0.17,0.0
2194,Lego Batman 3: Beyond Gotham,4,8,0.48,0.38,0.0
2195,Wii Play: Motion,0,5,0.24,0.43,0.18
2196,Killzone,6,6,0.79,0.03,0.0
2197,The Tomb Raider Trilogy,5,8,0.27,0.5,0.0
2198,Colin McRae Rally 04,6,2,0.01,0.71,0.01
2199,Star Fox 64 3D,9,6,0.48,0.27,0.13
2200,The SpongeBob SquarePants Movie,18,1,0.73,0.19,0.0
2201,Rocksmith 2014,4,5,0.69,0.17,0.0
2202,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,12,5,0.52,0.36,0.0
2203,Cars,0,2,0.83,0.04,0.0
2204,Assassin's Creed III,14,8,0.28,0.53,0.0
2205,Castlevania: Lament of Innocence,6,8,0.46,0.36,0.0
2206,Mario Tennis Open,9,0,0.26,0.29,0.33
2207,The Witcher 2: Assassins of Kings,4,8,0.48,0.36,0.02
2208,Bayonetta,4,8,0.51,0.26,0.09
2209,Destroy All Humans!,6,6,0.78,0.03,0.0
2210,MVP Baseball 2005,13,0,0.7,0.2,0.0
2211,SaGa Frontier 2,12,3,0.1,0.07,0.71
2212,NCAA Football 10,4,0,0.87,0.0,0.0
2213,MLB 2000,12,0,0.52,0.35,0.0
2214,The Legend of Zelda: Twilight Princess HD,19,8,0.48,0.3,0.08
2215,Bully,6,8,0.75,0.03,0.04
2216,Prince of Persia: The Sands of Time,13,8,0.57,0.33,0.0
2217,Phantasy Star Portable,16,3,0.19,0.06,0.63
2218,Hot Shots Golf Fore!,6,0,0.46,0.36,0.0
2219,MLB 06: The Show,6,0,0.78,0.03,0.0
2220,NHL 2003,6,0,0.46,0.36,0.0
2221,Operation Flashpoint: Dragon Rising,4,6,0.36,0.45,0.02
2222,Nickelodeon Fit,0,0,0.78,0.09,0.0
2223,Buzz! Quiz World,5,5,0.16,0.58,0.0
2224,Bentley's Hackpack,8,5,0.67,0.25,0.0
2225,Tony Hawk's Pro Skater 4,13,0,0.59,0.3,0.0
2226,Borderlands 2,14,6,0.42,0.41,0.0
2227,EA Sports Grand Slam Tennis,0,0,0.29,0.52,0.02
2228,White Knight Chronicles: International Edition,5,3,0.33,0.16,0.36
2229,SSX,5,0,0.35,0.42,0.02
2230,Sonic Riders: Zero Gravity,0,2,0.5,0.32,0.02
2231,LEGO Jurassic World,5,8,0.34,0.44,0.0
2232,Build-A-Bear Workshop,3,7,0.85,0.01,0.0
2233,Crash City Mayhem,8,2,0.67,0.25,0.0
2234,Spider-Man,15,8,0.87,0.05,0.0
2235,Mega Man 4,1,1,0.51,0.09,0.32
2236,Castlevania II: Simon's Quest,1,1,0.45,0.06,0.42
2237,Toy Story 2: Buzz Lightyear to the Rescue!,11,1,0.71,0.2,0.0
2238,Teenage Mutant Ninja Turtles,8,8,0.67,0.25,0.0
2239,MLB 07: The Show,6,0,0.77,0.03,0.0
2240,Skylanders: Trap Team,4,8,0.54,0.31,0.0
2241,Cars,18,2,0.72,0.19,0.0
2242,Brothers in Arms: Hell's Highway,5,6,0.44,0.34,0.0
2243,Inazuma Eleven 3,3,3,0.0,0.0,0.93
2244,Pokken Tournament,19,9,0.47,0.22,0.16
2245,SnoCross Championship Racing,12,2,0.52,0.35,0.0
2246,Teenage Mutant Ninja Turtles,6,8,0.45,0.35,0.0
2247,Top Gun: Combat Zones,6,7,0.45,0.35,0.0
2248,Blue Dragon,4,3,0.3,0.33,0.21
2249,007: The World is not Enough,12,8,0.51,0.35,0.0
2250,NCAA Football 11,4,0,0.86,0.0,0.0
2251,NHL 98,12,0,0.51,0.35,0.0
2252,FIFA Street,4,0,0.17,0.65,0.0
2253,EA Sports Active 2,5,0,0.52,0.28,0.0
2254,SpongeBob SquarePants: The Yellow Avenger,16,8,0.55,0.21,0.0
2255,WWE SmackDown vs. Raw 2009,4,9,0.58,0.26,0.0
2256,Dante's Inferno,4,8,0.63,0.2,0.02
2257,Wipeout: In The Zone,4,5,0.87,0.0,0.0
2258,Space Jam,12,0,0.51,0.35,0.0
2259,Kung Fu Panda,0,8,0.5,0.32,0.0
2260,Knockout Kings 2000,11,9,0.63,0.27,0.0
2261,Balloon Fight,1,1,0.39,0.09,0.43
2262,Assassin's Creed,14,10,0.01,0.83,0.0
2263,Disney Magical World,9,10,0.16,0.2,0.53
2264,Crysis 3,4,6,0.51,0.33,0.01
2265,Lego Batman 3: Beyond Gotham,10,8,0.37,0.39,0.0
2266,Dynasty Warriors 7,5,8,0.25,0.14,0.46
2267,The Evil Within,5,8,0.26,0.39,0.12
2268,MLB 12: The Show,5,0,0.86,0.0,0.0
2269,Sonic Riders,18,2,0.71,0.18,0.0
2270,Starsky & Hutch,6,2,0.45,0.35,0.0
2271,Tobal No.1,12,9,0.12,0.08,0.66
2272,Lost Odyssey,4,3,0.45,0.27,0.11
2273,MLB 15: The Show,10,0,0.67,0.08,0.0
2274,Operation Flashpoint: Dragon Rising,5,6,0.23,0.46,0.05
2275,Homefront,5,6,0.32,0.4,0.04
2276,AMF Bowling Pinbusters!,0,0,0.85,0.0,0.0
2277,Street Hoops,6,0,0.45,0.35,0.0
2278,Avatar: The Game,5,8,0.32,0.43,0.0
2279,Harvest Moon 3D: A New Beginning,9,8,0.41,0.17,0.29
2280,Tom Clancy's EndWar,4,11,0.58,0.24,0.01
2281,Knockout Kings 2002,6,0,0.45,0.35,0.0
2282,Tokyo Xtreme Racer 3,6,2,0.35,0.27,0.21
2283,LEGO Indiana Jones 2: The Adventure Continues,5,8,0.47,0.3,0.0
2284,Colin McRae Rally 2.0,12,2,0.02,0.8,0.02
2285,Glover,11,1,0.72,0.17,0.0
2286,MX vs. ATV Reflex,5,2,0.52,0.26,0.0
2287,Minecraft: Story Mode,4,10,0.46,0.38,0.0
2288,Namco Museum,13,5,0.77,0.11,0.0
2289,Marvel: Ultimate Alliance 2,4,3,0.68,0.15,0.0
2290,Call of Duty: World at War,3,6,0.57,0.26,0.0
2291,Super Momotarou Dentetsu III,7,7,0.0,0.0,0.91
2292,Sonic Mega Collection Plus,13,5,0.61,0.26,0.0
2293,DJ Hero,5,5,0.42,0.34,0.0
2294,Dragon Age: Inquisition,17,3,0.55,0.28,0.0
2295,The Simpsons Game,5,8,0.38,0.37,0.0
2296,Tiger Woods PGA Tour 2002,6,0,0.44,0.35,0.0
2297,Rhythm Heaven,0,5,0.13,0.0,0.77
2298,Mini-Yonku Shining Scorpion: Let's & Go!!,7,2,0.0,0.0,0.9
2299,MLB 2005,6,0,0.44,0.35,0.0
2300,SOCOM 4: U.S. Navy SEALs,5,6,0.66,0.12,0.04
2301,Burnout Revenge,6,2,0.75,0.03,0.0
2302,Buzz! Quiz TV,5,5,0.28,0.48,0.0
2303,We Ski & Snowboard,0,0,0.38,0.29,0.15
2304,Destruction Derby,12,2,0.5,0.34,0.0
2305,TouchMaster 2,3,4,0.3,0.49,0.0
2306,Crysis 3,5,6,0.26,0.43,0.03
2307,3Xtreme,12,8,0.5,0.34,0.0
2308,Hot Shots Tennis,6,0,0.17,0.13,0.55
2309,Sonic Heroes,13,1,0.41,0.43,0.01
2310,Resistance: Retribution,16,6,0.27,0.36,0.05
2311,Tiger Woods PGA Tour 12: The Masters,5,0,0.52,0.26,0.0
2312,Star Wars: The Force Unleashed,3,8,0.51,0.29,0.0
2313,Madden NFL 99,11,0,0.84,0.05,0.0
2314,Spider-Man 3,6,1,0.74,0.03,0.01
2315,James Bond 007: Agent Under Fire,13,6,0.65,0.22,0.0
2316,Samba De Amigo,0,5,0.42,0.37,0.01
2317,The Elder Scrolls Online,14,3,0.32,0.48,0.0
2318,Pure,5,2,0.42,0.33,0.0
2319,FIFA Soccer 09 All-Play,0,0,0.29,0.52,0.0
2320,Fossil Fighters,3,3,0.84,0.0,0.0
2321,LittleBigPlanet Karting,5,8,0.42,0.32,0.01
2322,X-Men Legends,13,3,0.62,0.24,0.0
2323,NBA Live 2005,13,0,0.81,0.05,0.0
2324,Harry Potter: Quidditch World Cup,6,0,0.44,0.34,0.0
2325,The Biggest Loser: Ultimate Workout,4,0,0.73,0.1,0.0
2326,Madagascar,8,1,0.62,0.24,0.0
2327,Call of Juarez: Bound in Blood,5,6,0.35,0.38,0.01
2328,Killzone: Liberation,16,6,0.44,0.28,0.0
2329,Madden NFL 08,0,0,0.82,0.01,0.0
2330,Blitz: The League,6,0,0.74,0.03,0.0
2331,LEGO Jurassic World,10,8,0.32,0.42,0.01
2332,Castlevania: Circle of the Moon,8,1,0.6,0.22,0.05
2333,Sonic Chronicles: The Dark Brotherhood,3,3,0.51,0.29,0.01
2334,Tiger Woods PGA Tour 06,6,0,0.74,0.03,0.0
2335,Classic NES Series: The Legend of Zelda,8,10,0.46,0.17,0.24
2336,The Jak and Daxter Collection,5,1,0.6,0.19,0.0
2337,Fire Emblem: The Sacred Stones,8,11,0.42,0.16,0.3
2338,Pokemon Card GB2: Here Comes Team GR!,2,11,0.0,0.0,0.89
2339,Finding Nemo,18,8,0.69,0.18,0.0
2340,CSI: Hard Evidence,0,10,0.36,0.43,0.0
2341,Ace Combat 2,12,7,0.16,0.11,0.56
2342,F1 2009,0,2,0.15,0.63,0.0
2343,NFL 2K2,6,0,0.44,0.34,0.0
2344,EA Sports UFC 2,10,0,0.28,0.47,0.0
2345,Dissidia 012: Duodecim Final Fantasy,16,9,0.21,0.13,0.46
2346,LEGO Marvel Super Heroes,9,8,0.42,0.36,0.04
2347,F1 2010,4,2,0.18,0.59,0.01
2348,Monster 4X4: World Circuit,0,2,0.81,0.0,0.01
2349,Call of Duty: Modern Warfare 2,14,6,0.01,0.79,0.0
2350,Wii Fit U,19,0,0.39,0.24,0.21
2351,Kingdoms of Amalur: Reckoning,4,3,0.55,0.25,0.01
2352,Call of Duty: Modern Warfare 3,0,6,0.6,0.21,0.0
2353,MLB 2001,12,0,0.49,0.34,0.0
2354,SingStar Anthems,6,5,0.0,0.68,0.0
2355,Seiken Densetsu 3,7,3,0.0,0.0,0.89
2356,Mega Man 8 Anniversary Collector's Edition,12,1,0.44,0.3,0.09
2357,WWE SmackDown vs. Raw 2011,4,9,0.44,0.36,0.0
2358,Sleeping Dogs,4,8,0.38,0.41,0.01
2359,Grand Theft Auto IV,14,8,0.01,0.79,0.0
2360,Peppa Pig: The Game,3,5,0.0,0.82,0.0
2361,Michael Jackson: The Experience,4,5,0.62,0.2,0.0
2362,Ghostbusters: The Video Game,0,8,0.6,0.21,0.0
2363,Rock Band 3,4,5,0.73,0.1,0.0
2364,Resident Evil: Revelations,9,8,0.3,0.22,0.3
2365,NBA 2K6,6,8,0.43,0.34,0.0
2366,Buzz! The Mega Quiz,6,5,0.32,0.06,0.0
2367,Endless Ocean: Blue World,0,7,0.47,0.22,0.12
2368,Star Wars: Rebel Assault II - The Hidden Empire,12,6,0.49,0.33,0.0
2369,Just Cause 3,17,8,0.42,0.38,0.0
2370,Metal Gear Ac!d,16,11,0.32,0.26,0.12
2371,Cooking Mama: World Kitchen,0,7,0.51,0.28,0.01
2372,Tekken Tag Tournament 2,5,9,0.28,0.33,0.13
2373,ESPN NHL 2K5,6,0,0.43,0.33,0.0
2374,GRID,4,2,0.33,0.44,0.01
2375,Phantasy Star Portable 2,16,3,0.08,0.11,0.62
2376,Crimson Skies: High Road to Revenge,13,7,0.65,0.19,0.0
2377,Spec Ops: Ranger Elite,12,6,0.49,0.33,0.0
2378,Gex,12,1,0.49,0.33,0.0
2379,NBA 2K14,17,0,0.7,0.11,0.0
2380,DiRT,4,2,0.38,0.4,0.0
2381,Derby Stallion II,7,0,0.0,0.0,0.87
2382,Gold's Gym: Dance Workout,0,0,0.71,0.11,0.0
2383,Red Faction: Guerrilla,4,6,0.48,0.29,0.01
2384,Tom Clancy's Ghost Recon: Island Thunder,13,6,0.61,0.24,0.0
2385,Mercenaries 2: World in Flames,5,6,0.29,0.4,0.02
2386,Need for Speed: V-Rally,12,2,0.43,0.29,0.09
2387,Kingdom Hearts Re: Chain of Memories,6,3,0.73,0.03,0.0
2388,Pictionary,0,4,0.61,0.19,0.0
2389,NCAA Football 13,5,8,0.82,0.0,0.0
2390,Kingdoms of Amalur: Reckoning,5,3,0.37,0.3,0.09
2391,NFL GameDay '97,12,0,0.48,0.33,0.0
2392,Beijing 2008,5,0,0.14,0.54,0.01
2393,The House of the Dead: Overkill,0,6,0.46,0.31,0.02
2394,Tony Hawk's Project 8,6,0,0.72,0.03,0.0
2395,Injustice: Gods Among Us,10,9,0.46,0.29,0.0
2396,NHL 2000,12,0,0.48,0.33,0.0
2397,Buzz! Master Quiz,16,5,0.2,0.44,0.0
2398,Brothers in Arms: Hell's Highway,4,6,0.47,0.31,0.0
2399,Fight Night Round 2,6,9,0.72,0.03,0.0
2400,Wizards of Waverly Place,3,5,0.59,0.2,0.0
2401,Scooby-Doo! First Frights,3,8,0.63,0.17,0.0
2402,Conflict: Desert Storm,13,6,0.48,0.37,0.0
2403,Triple Play 2002,6,0,0.43,0.33,0.0
2404,Vagrant Story,12,3,0.3,0.2,0.3
2405,Lemmings,16,4,0.12,0.52,0.0
2406,Warriors Orochi,6,8,0.11,0.09,0.64
2407,Guitar Hero: Warriors of Rock,4,5,0.47,0.32,0.0
2408,Enduro,15,5,0.81,0.05,0.0
2409,Tales of Xillia 2,5,3,0.2,0.15,0.45
2410,SingStar '90s,6,5,0.1,0.59,0.0
2411,Monster Strike 3DS,9,8,0.0,0.0,0.86
2412,Tomb Raider: Anniversary,0,8,0.12,0.63,0.0
2413,Winning Eleven: Pro Evolution Soccer 2007,16,0,0.01,0.72,0.12
2414,Darksiders II,5,8,0.35,0.37,0.01
2415,Ghostbusters: The Video Game,5,8,0.34,0.37,0.0
2416,The World Ends With You,3,3,0.54,0.06,0.21
2417,The Lord of the Rings: War in the North,5,8,0.25,0.45,0.01
2418,Rocky,6,9,0.42,0.33,0.0
2419,Dragon Quest VIII: Journey of the Cursed King,9,3,0.0,0.0,0.86
2420,Ford Racing,12,2,0.48,0.33,0.0
2421,Madden Football 64,11,0,0.81,0.04,0.0
2422,MLB 99,12,0,0.48,0.32,0.0
2423,Dragon Ball Z: Burst Limit,5,9,0.22,0.34,0.18
2424,The Lord of the Rings: War in the North,4,8,0.52,0.26,0.0
2425,The Legendary Starfy,3,1,0.61,0.0,0.2
2426,2010 FIFA World Cup South Africa,4,0,0.32,0.43,0.02
2427,Dynasty Warriors 4: Xtreme Legends,6,8,0.17,0.13,0.51
2428,Ninja Gaiden Sigma 2,5,8,0.52,0.16,0.08
2429,Forza Horizon 2,4,2,0.35,0.43,0.0
2430,Skate 2,5,0,0.46,0.26,0.01
2431,FIFA Soccer 08,3,0,0.1,0.65,0.0
2432,Army Men: Air Attack,12,8,0.47,0.32,0.0
2433,Need for Speed: Nitro,0,2,0.46,0.31,0.0
2434,Madden NFL 09 All-Play,0,0,0.78,0.01,0.0
2435,NBA 2K8,4,0,0.79,0.0,0.0
2436,Far Cry: Primal,17,8,0.46,0.32,0.0
2437,Street Fighter Alpha 2,12,9,0.14,0.09,0.57
2438,Tiger Woods PGA Tour 2005,13,0,0.64,0.18,0.0
2439,Army of Two: The 40th Day,5,6,0.44,0.27,0.01
2440,Blazing Angels: Squadrons of WWII,0,7,0.74,0.04,0.0
2441,Castlevania III: Dracula's Curse,1,1,0.4,0.07,0.37
2442,Harry Potter and the Order of the Phoenix,3,8,0.28,0.47,0.0
2443,Rampage World Tour,12,8,0.47,0.32,0.0
2444,Burnout Legends,16,2,0.7,0.06,0.0
2445,WWE 2K15,5,0,0.36,0.35,0.0
2446,Overwatch,17,6,0.52,0.25,0.0
2447,Ratatouille,6,8,0.31,0.0,0.0
2448,NFL GameDay,12,0,0.47,0.32,0.0
2449,Burnout 2: Point of Impact,6,2,0.42,0.32,0.0
2450,Kirby: Planet Robobot,9,8,0.26,0.1,0.44
2451,Street Fighter EX3,6,9,0.32,0.25,0.2
2452,Karaoke Revolution Glee,0,5,0.52,0.25,0.0
2453,Sniper Elite V2,4,6,0.46,0.29,0.02
2454,Thief (2014),10,8,0.28,0.37,0.03
2455,Spider-Man 2,18,8,0.65,0.17,0.0
2456,Golden Sun: Dark Dawn,3,3,0.56,0.11,0.13
2457,Tiger Woods PGA Tour 11,5,0,0.37,0.34,0.0
2458,Devil May Cry HD Collection,5,8,0.42,0.21,0.11
2459,MLB 16: The Show,10,8,0.68,0.0,0.0
2460,NBA 2K10,5,0,0.75,0.01,0.01
2461,Xenoblade Chronicles X,19,3,0.36,0.28,0.14
2462,Petz Dogz Fashion,3,7,0.46,0.3,0.0
2463,The Incredibles,18,8,0.65,0.17,0.0
2464,NCAA Football 11,5,0,0.79,0.0,0.0
2465,Dragon Age II,5,8,0.4,0.27,0.05
2466,ATV Quad Power Racing 2,6,2,0.41,0.32,0.0
2467,Harvest Moon: Tree of Tranquility,0,7,0.69,0.03,0.06
2468,Final Fantasy,1,3,0.32,0.0,0.52
2469,Street Fighter X Tekken,5,9,0.42,0.22,0.1
2470,Rocket Power: Team Rocket Rescue,12,0,0.47,0.32,0.0
